Key,Value
BPM,60.0000
StartTime,10.8854
scoreCounter,44.0000
Alpha,Medium
alphaUser,0.0500
alphaAuto,0.0070
AudioGudance,0.0000
VisualGudance,0.0000
FinishTrial,1.0000
Player23OnsetTimes,12.1898,14.7881,16.1115,17.0960,17.9216,18.7897,19.8040,20.9326,22.0911,23.1748,24.1757,25.1477,26.1481,27.1911,28.2756,29.3472,30.3903,31.4002,32.4117,33.4421,34.4892,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1095,51.1457,52.1955,54.3575,55.4422,56.4654,57.4734,58.4970,59.5347
Player24OnsetTimes,12.8486,14.9270,15.7597,16.6366,17.7226,18.9248,20.0870,21.1156,22.0602,23.0078,24.0243,25.1166,26.2253,27.2990,28.3220,29.3155,30.3123,31.3535,32.4117,33.4729,34.5200,35.5489,36.5692,37.5905,38.6260,39.6725,40.7389,41.7873,42.8342,43.8630,44.8991,45.9389,46.9959,48.0405,49.0774,50.1095,51.1457,52.1955,54.3575,55.4422,56.4654,57.4734,58.4970,59.5347
Player25OnsetTimes,12.3582,14.9579,16.1586,17.0192,17.8144,18.7300,19.8195,20.9941,22.1363,23.1748,24.1441,25.1166,26.1323,27.2064,28.2912,29.3472,30.3743,31.3847,32.4117,33.4571,34.5045,35.5489,36.5851,37.6050,38.6417,39.6884,40.7389,41.7873,42.8342,43.8630,44.8991,45.9389,46.9804,48.0246,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5116,59.5347
Player26OnsetTimes,12.1440,14.7424,16.0961,17.1130,17.9519,18.8049,19.7885,20.9030,22.0759,23.1905,24.2062,25.1639,26.1481,27.1758,28.2602,29.3472,30.4051,31.4154,32.4117,33.4252,34.4742,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player27OnsetTimes,12.1141,14.7122,16.0811,17.1284,17.9827,18.8206,19.7885,20.9030,22.0759,23.1905,24.2062,25.1639,26.1481,27.1758,28.2602,29.3472,30.4051,31.4154,32.4117,33.4252,34.4742,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player28OnsetTimes,12.0824,14.6822,16.0811,17.1436,17.9974,18.8352,19.7885,20.8884,22.0602,23.1748,24.2062,25.1795,26.1637,27.1911,28.2602,29.3317,30.3903,31.4154,32.4269,33.4421,34.4742,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player29OnsetTimes,13.8813,14.9270,15.4542,16.3297,17.6324,19.0508,20.2722,21.2058,22.0129,22.8879,23.9319,25.1000,26.2631,27.3450,28.3373,29.3003,30.2813,31.3218,32.4117,33.4887,34.5357,35.5489,36.5538,37.5758,38.6260,39.6884,40.7389,41.7873,42.8189,43.8480,44.8819,45.9236,46.9804,48.0405,49.0931,50.1249,51.1457,52.1803,54.3260,55.4105,56.4502,57.4888,58.5116,59.5347
Player30OnsetTimes,14.2371,14.7570,15.2811,16.2677,17.6916,19.1486,20.3211,21.1912,21.9630,22.8427,23.9319,25.1327,26.3086,27.3608,28.3220,29.2690,30.2666,31.3378,32.4269,33.4887,34.5200,35.5333,36.5538,37.5905,38.6417,39.6884,40.7238,41.7558,42.8037,43.8630,44.9160,45.9551,46.9804,48.0091,49.0462,50.1095,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5116,59.5347
Player31OnsetTimes,12.0374,14.6373,16.0661,17.1588,18.0293,18.8503,19.7885,20.8730,22.0436,23.1748,24.2062,25.1795,26.1637,27.1911,28.2602,29.3317,30.3903,31.4154,32.4269,33.4421,34.4742,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player32OnsetTimes,12.1593,14.7570,16.0961,17.1130,17.9519,18.8049,19.7885,20.9030,22.0759,23.1905,24.2062,25.1639,26.1481,27.1758,28.2602,29.3472,30.4051,31.4154,32.4117,33.4252,34.4742,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player33OnsetTimes,12.6014,14.6822,15.6996,16.7596,17.8916,19.0034,20.0421,21.0231,22.0129,23.0394,24.0973,25.1639,26.2253,27.2684,28.2912,29.3155,30.3440,31.3847,32.4269,33.4729,34.5045,35.5333,36.5692,37.6050,38.6566,39.7089,40.7542,41.7873,42.8189,43.8480,44.8991,45.9551,47.0108,48.0557,49.0931,50.1249,51.1457,52.1803,54.3421,55.4422,56.4654,57.4734,58.4970,59.5347
Player34OnsetTimes,12.3269,14.9270,16.1424,17.0192,17.8295,18.7446,19.8195,20.9790,22.1211,23.1748,24.1606,25.1327,26.1481,27.2064,28.2912,29.3472,30.3743,31.3847,32.4117,33.4571,34.5045,35.5489,36.5851,37.6050,38.6417,39.6884,40.7389,41.7873,42.8342,43.8630,44.8991,45.9389,46.9804,48.0246,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5116,59.5347
Player35OnsetTimes,12.4044,14.4851,15.6399,16.8511,18.0293,19.0828,20.0275,20.9479,21.9472,23.0249,24.1270,25.2130,26.2631,27.2684,28.2602,29.2847,30.3440,31.4002,32.4439,33.4729,34.5045,35.5333,36.5692,37.6050,38.6566,39.7089,40.7542,41.7873,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player36OnsetTimes,12.0075,14.6073,16.0661,17.1877,18.0597,18.8648,19.7715,20.8573,22.0281,23.1748,24.2208,25.1962,26.1637,27.1758,28.2449,29.3317,30.3903,31.4154,32.4269,33.4421,34.4742,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8342,43.8787,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player37OnsetTimes,12.1141,14.7122,16.0811,17.1284,17.9827,18.8206,19.7885,20.9030,22.0759,23.1905,24.2062,25.1639,26.1481,27.1758,28.2602,29.3472,30.4051,31.4154,32.4117,33.4252,34.4742,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player38OnsetTimes,13.1995,14.7570,15.3280,16.3297,17.7226,19.1486,20.3054,21.1765,21.9630,22.8732,23.9637,25.1477,26.3086,27.3608,28.3220,29.2690,30.2666,31.3378,32.4439,33.5198,34.5511,35.5489,36.5538,37.5758,38.6260,39.6884,40.7542,41.8027,42.8342,43.8630,44.8991,45.9389,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player39OnsetTimes,12.2048,14.8202,16.1272,17.0960,17.9216,18.7897,19.8040,20.9326,22.0911,23.1748,24.1757,25.1477,26.1481,27.1911,28.2756,29.3472,30.3903,31.4002,32.4117,33.4421,34.4892,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1095,51.1457,52.1955,54.3575,55.4422,56.4654,57.4734,58.4970,59.5347
Player40OnsetTimes,12.1898,14.7881,16.1115,17.0960,17.9216,18.7897,19.8040,20.9326,22.0911,23.1748,24.1757,25.1477,26.1481,27.1911,28.2756,29.3472,30.3903,31.4002,32.4117,33.4421,34.4892,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1095,51.1457,52.1955,54.3575,55.4422,56.4654,57.4734,58.4970,59.5347
Player41OnsetTimes,12.2204,14.8493,16.1424,17.0812,17.8916,18.7602,19.7885,20.9479,22.1060,23.1748,24.1606,25.1327,26.1481,27.2064,28.2912,29.3472,30.3743,31.3847,32.4117,33.4571,34.5045,35.5489,36.5851,37.6050,38.6417,39.6884,40.7389,41.7873,42.8342,43.8630,44.8991,45.9389,46.9959,48.0405,49.0774,50.1095,51.1457,52.1955,54.3575,55.4422,56.4654,57.4734,58.4970,59.5347
Player42OnsetTimes,12.9721,14.5320,15.2811,16.4411,17.8760,19.2317,20.2883,21.0992,21.8985,22.8574,23.9939,25.1962,26.3394,27.3608,28.3064,29.2535,30.2666,31.3535,32.4591,33.5198,34.5357,35.5333,36.5538,37.5905,38.6417,39.7089,40.7542,41.7873,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player43OnsetTimes,12.7102,14.7881,15.7306,16.7135,17.8144,18.9562,20.0421,21.0536,22.0281,23.0249,24.0789,25.1639,26.2482,27.2838,28.2912,29.3003,30.3268,31.3696,32.4269,33.4729,34.5045,35.5333,36.5692,37.6050,38.6417,39.6884,40.7389,41.7873,42.8342,43.8787,44.9160,45.9551,46.9959,48.0405,49.0774,50.1095,51.1457,52.1955,54.3575,55.4422,56.4654,57.4734,58.4970,59.5347
Player44OnsetTimes,12.8952,14.9732,15.7758,16.6216,17.6916,18.8950,20.0721,21.1302,22.0911,23.0249,24.0243,25.1000,26.2105,27.2838,28.3220,29.3317,30.3268,31.3535,32.4117,33.4729,34.5200,35.5489,36.5692,37.5905,38.6260,39.6725,40.7389,41.7873,42.8342,43.8630,44.8991,45.9389,46.9804,48.0246,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5116,59.5347
Player45OnsetTimes,11.9924,14.6073,16.0661,17.1877,18.0597,18.8648,19.7715,20.8573,22.0281,23.1748,24.2208,25.1962,26.1637,27.1758,28.2449,29.3317,30.3903,31.4154,32.4269,33.4421,34.4742,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8342,43.8787,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player46OnsetTimes,12.2048,14.8202,16.1272,17.0960,17.9216,18.7897,19.8040,20.9326,22.0911,23.1748,24.1757,25.1477,26.1481,27.1911,28.2756,29.3472,30.3903,31.4002,32.4117,33.4421,34.4892,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1095,51.1457,52.1955,54.3575,55.4422,56.4654,57.4734,58.4970,59.5347
Player47OnsetTimes,12.0075,14.6073,16.0661,17.1877,18.0597,18.8648,19.7715,20.8573,22.0281,23.1748,24.2208,25.1962,26.1637,27.1758,28.2449,29.3317,30.3903,31.4154,32.4269,33.4421,34.4742,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8342,43.8787,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player48OnsetTimes,12.2354,14.8637,16.1424,17.0812,17.8916,18.7602,19.7885,20.9479,22.1060,23.1748,24.1606,25.1327,26.1481,27.2064,28.2912,29.3472,30.3743,31.3847,32.4117,33.4571,34.5045,35.5489,36.5851,37.6050,38.6417,39.6884,40.7389,41.7873,42.8342,43.8630,44.8991,45.9389,46.9959,48.0405,49.0774,50.1095,51.1457,52.1955,54.3575,55.4422,56.4654,57.4734,58.4970,59.5347
Player49OnsetTimes,12.4044,14.4851,15.6399,16.8511,18.0293,19.0828,20.0275,20.9479,21.9472,23.0249,24.1270,25.2130,26.2631,27.2684,28.2602,29.2847,30.3440,31.4002,32.4439,33.4729,34.5045,35.5333,36.5692,37.6050,38.6566,39.7089,40.7542,41.7873,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player50OnsetTimes,13.1530,14.7122,15.3280,16.3618,17.7532,19.1486,20.2883,21.1617,21.9630,22.8732,23.9637,25.1477,26.3086,27.3608,28.3220,29.2690,30.2813,31.3535,32.4439,33.5044,34.5357,35.5489,36.5538,37.5758,38.6260,39.6884,40.7542,41.8027,42.8342,43.8630,44.8991,45.9389,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player51OnsetTimes,13.1530,14.7122,15.3280,16.3618,17.7532,19.1486,20.2883,21.1617,21.9630,22.8732,23.9637,25.1477,26.3086,27.3608,28.3220,29.2690,30.2813,31.3535,32.4439,33.5044,34.5357,35.5489,36.5538,37.5758,38.6260,39.6884,40.7542,41.8027,42.8342,43.8630,44.8991,45.9389,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player52OnsetTimes,12.7665,14.8637,15.7597,16.6828,17.7688,18.9417,20.0721,21.0992,22.0602,23.0249,24.0404,25.1166,26.2105,27.2838,28.3220,29.3317,30.3440,31.3696,32.4117,33.4571,34.5045,35.5489,36.5851,37.6050,38.6417,39.6884,40.7389,41.7873,42.8342,43.8630,44.8991,45.9389,46.9804,48.0246,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player53OnsetTimes,13.0473,14.6073,15.2977,16.4113,17.8295,19.1973,20.2883,21.1302,21.9317,22.8732,23.9939,25.1795,26.3086,27.3300,28.2912,29.2690,30.2965,31.3696,32.4591,33.5198,34.5357,35.5333,36.5538,37.5905,38.6417,39.7089,40.7542,41.7873,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player54OnsetTimes,12.9105,14.4705,15.2649,16.4708,17.9216,19.2467,20.2722,21.0843,21.8985,22.8732,24.0085,25.1962,26.3240,27.3450,28.3064,29.2690,30.2813,31.3535,32.4439,33.5044,34.5357,35.5489,36.5692,37.6050,38.6566,39.7089,40.7542,41.7873,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player55OnsetTimes,12.1440,14.7424,16.0961,17.1130,17.9519,18.8049,19.7885,20.9030,22.0759,23.1905,24.2062,25.1639,26.1481,27.1758,28.2602,29.3472,30.4051,31.4154,32.4117,33.4252,34.4742,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1249,51.1601,52.1955,54.3260,55.4105,56.4502,57.4888,58.5275,59.5505
Player56OnsetTimes,12.1898,14.7881,16.1115,17.0960,17.9216,18.7897,19.8040,20.9326,22.0911,23.1748,24.1757,25.1477,26.1481,27.1911,28.2756,29.3472,30.3903,31.4002,32.4117,33.4421,34.4892,35.5333,36.5851,37.6205,38.6566,39.6884,40.7238,41.7721,42.8189,43.8630,44.9160,45.9551,46.9959,48.0405,49.0774,50.1095,51.1457,52.1955,54.3575,55.4422,56.4654,57.4734,58.4970,59.5347
