Key,Value
BPM,60.0000
StartTime,127.9105
scoreCounter,20.0000
Alpha,Medium
alphaUser,0.0500
alphaAuto,0.0070
AudioGudance,0.0000
VisualGudance,0.0000
FinishTrial,1.0000
Mean Onset List,129.5124,131.6622,132.7749,133.8315,134.8405,135.8775,136.9015,137.9172,138.9258,139.9309,140.9315,141.9339,142.9339,143.9353,144.9476,145.9636,146.9767,147.9865,148.9948,150.0045
Mean Interval List,0.0000,1.0678,1.0018,0.9853,1.0125,1.0014,0.9922,0.9854,0.9816,0.9790,0.9784,0.9755,0.9782,0.9879,0.9920,0.9910,0.9856,0.9851,0.9875,0.9867
Timestamps,113.5217,114.4146,115.7205,117.7227,122.9772,124.1694,124.9402,126.0801,126.9734,127.9105,128.7108,129.4604,130.1853,130.8661,131.6945,132.4796,133.2814,134.0785,134.8666,135.7187,136.6069,137.5479,138.5063,139.5001,140.4422,141.5001,142.6940,143.7792,144.7708,145.6789,146.6841,147.7418,148.7344,149.6953
Player1OnsetTimes,130.0143,131.5981,132.3235,133.3913,134.7257,136.0846,137.1954,138.0687,138.8655,139.7620,140.8121,141.9355,143.0161,144.0134,144.9614,145.9164,146.9173,147.9600,149.0085,150.0407
Player2OnsetTimes,129.3214,131.4106,132.6464,133.8529,134.9605,135.9903,136.9328,137.8625,138.8494,139.8995,140.9644,141.9969,142.9689,143.9205,144.9129,145.9474,146.9935,148.0211,149.0232,150.0101
Player3OnsetTimes,131.3771,131.8987,132.4181,133.2506,134.4957,135.9415,137.2106,138.1777,138.9440,139.7472,140.7213,141.8421,142.9845,144.0432,145.0070,145.9316,146.8856,147.9140,148.9776,150.0254
Player4OnsetTimes,129.6152,131.7115,132.7243,133.7119,134.7564,135.8772,136.9636,137.9870,138.9440,139.8995,140.8885,141.9046,142.9366,143.9672,144.9760,145.9627,146.9626,147.9756,148.9927,150.0101
Player5OnsetTimes,129.1975,131.8061,133.1244,134.0467,134.8040,135.6782,136.7317,137.8937,139.0223,140.0388,140.9644,141.8898,142.8718,143.9050,144.9614,145.9940,146.9935,147.9756,148.9633,149.9799
Player6OnsetTimes,129.5379,131.6295,132.7081,133.7594,134.8196,135.9106,136.9481,137.9399,138.9132,139.8995,140.9029,141.9355,142.9535,143.9518,144.9438,145.9474,146.9626,147.9908,149.0085,150.0101
Player7OnsetTimes,130.3336,131.8987,132.3857,133.2347,134.5116,135.9742,137.2412,138.1928,138.9600,139.7620,140.7361,141.8579,143.0011,144.0580,145.0230,145.9474,146.9012,147.9140,148.9776,150.0407
Player8OnsetTimes,129.0155,131.6295,133.0789,134.1372,134.9289,135.7501,136.7165,137.8300,138.9754,140.0388,141.0112,141.9355,142.8718,143.8737,144.9283,145.9940,147.0240,148.0063,148.9776,149.9799
Player9OnsetTimes,129.3369,131.4264,132.6464,133.8529,134.9605,135.9903,136.9328,137.8625,138.8494,139.8995,140.9644,141.9969,142.9689,143.9205,144.9129,145.9474,146.9935,148.0211,149.0232,150.0101
Player10OnsetTimes,129.2444,131.8524,133.1399,134.0314,134.7722,135.6630,136.7317,137.8937,139.0223,140.0388,140.9644,141.8898,142.8718,143.9050,144.9614,145.9940,146.9935,147.9756,148.9633,149.9799
Player11OnsetTimes,129.2138,131.8213,133.1244,134.0314,134.7878,135.6782,136.7317,137.8937,139.0223,140.0388,140.9644,141.8898,142.8718,143.9050,144.9614,145.9940,146.9935,147.9756,148.9633,149.9799
Player12OnsetTimes,130.0313,131.6137,132.3235,133.3749,134.7099,136.0846,137.2106,138.0833,138.8655,139.7472,140.7971,141.9355,143.0330,144.0286,144.9760,145.9316,146.9323,147.9600,149.0085,150.0407
Player13OnsetTimes,129.2600,131.8829,133.1549,134.0164,134.7406,135.6311,136.7165,137.9101,139.0533,140.0703,140.9803,141.8746,142.8336,143.8737,144.9614,146.0250,147.0240,147.9908,148.9633,149.9650
Player14OnsetTimes,129.1828,131.7907,133.1244,134.0617,134.8196,135.6782,136.7165,137.8785,139.0223,140.0551,140.9803,141.8898,142.8566,143.8900,144.9614,146.0097,147.0091,147.9908,148.9776,149.9799
Player15OnsetTimes,129.3828,131.4730,132.6627,133.8219,134.9139,135.9578,136.9328,137.8937,138.8813,139.8995,140.9350,141.9676,142.9689,143.9518,144.9438,145.9474,146.9626,147.9908,149.0085,150.0254
Player16OnsetTimes,129.9832,131.5666,132.3084,133.4056,134.7564,136.0994,137.1954,138.0513,138.8494,139.7620,140.8121,141.9355,143.0161,144.0134,144.9760,145.9316,146.9323,147.9600,149.0085,150.0407
Player17OnsetTimes,129.3059,131.3953,132.6317,133.8529,134.9765,136.0058,136.9328,137.8625,138.8494,139.8995,140.9644,141.9969,142.9689,143.9362,144.9283,145.9474,146.9780,148.0063,149.0232,150.0254
Player18OnsetTimes,129.8144,131.8987,132.7714,133.6182,134.6168,135.7999,136.9795,138.0513,139.0069,139.9150,140.8568,141.8746,142.9199,143.9672,144.9916,145.9783,146.9626,147.9600,148.9776,150.0101
Player19OnsetTimes,129.7073,131.7907,132.7395,133.6649,134.6945,135.8452,136.9795,138.0213,138.9754,139.8995,140.8568,141.8746,142.9199,143.9672,144.9916,145.9783,146.9626,147.9600,148.9776,150.0101
Player20OnsetTimes,130.4285,131.4730,132.3235,133.4817,134.8196,136.1149,137.1483,137.9870,138.8179,139.7620,140.8417,141.9676,143.0330,144.0134,144.9438,145.9010,146.9173,147.9756,149.0232,150.0407
Player21OnsetTimes,130.4743,131.5186,132.2920,133.4056,134.7564,136.0994,137.1799,138.0362,138.8329,139.7472,140.8121,141.9520,143.0330,144.0134,144.9438,145.9010,146.9173,147.9756,149.0232,150.0407
Player22OnsetTimes,129.5839,131.6945,132.7395,133.7438,134.7722,135.8772,136.9481,137.9721,138.9440,139.9150,140.9029,141.9194,142.9366,143.9518,144.9614,145.9627,146.9626,147.9756,148.9927,150.0101
Player23OnsetTimes,129.1519,131.7748,133.1244,134.0785,134.8346,135.6942,136.7165,137.8625,139.0069,140.0551,140.9961,141.9046,142.8566,143.8737,144.9438,146.0097,147.0240,148.0063,148.9776,149.9650
Player24OnsetTimes,129.3214,131.4106,132.6464,133.8529,134.9605,135.9903,136.9328,137.8625,138.8494,139.8995,140.9644,141.9969,142.9689,143.9205,144.9129,145.9474,146.9935,148.0211,149.0232,150.0101
Player25OnsetTimes,129.3369,131.4264,132.6464,133.8529,134.9605,135.9903,136.9328,137.8625,138.8494,139.8995,140.9644,141.9969,142.9689,143.9205,144.9129,145.9474,146.9935,148.0211,149.0232,150.0101
Player26OnsetTimes,129.1049,131.7274,133.1093,134.0942,134.8666,135.7187,136.7165,137.8470,138.9907,140.0551,141.0112,141.9194,142.8718,143.8900,144.9438,145.9940,147.0091,147.9908,148.9776,149.9799
Player27OnsetTimes,130.6795,131.7274,131.9622,133.9068,135.5043,136.4819,137.0098,137.5791,138.4900,139.7164,141.0263,142.1808,143.0955,143.9050,144.7861,145.8073,146.9323,148.0357,149.0703,150.0407
Player28OnsetTimes,129.1049,131.7274,133.1093,134.0942,134.8666,135.7187,136.7165,137.8470,138.9907,140.0551,141.0112,141.9194,142.8718,143.8900,144.9438,145.9940,147.0091,147.9908,148.9776,149.9799
Player29OnsetTimes,129.0591,131.6945,133.1244,134.1233,134.8816,135.7187,136.7165,137.8470,138.9907,140.0551,141.0112,141.9194,142.8718,143.8900,144.9438,145.9940,147.0091,147.9908,148.9776,149.9799
Player30OnsetTimes,130.1053,131.6945,132.3544,133.3440,134.6476,136.0377,137.2106,138.1157,138.8960,139.7620,140.7821,141.9046,143.0161,144.0432,144.9916,145.9316,146.9173,147.9449,148.9927,150.0407
Player31OnsetTimes,129.5379,131.6295,132.7081,133.7594,134.8196,135.9106,136.9481,137.9399,138.9132,139.8995,140.9029,141.9355,142.9535,143.9518,144.9438,145.9474,146.9626,147.9908,149.0085,150.0101
Player32OnsetTimes,129.4909,131.5981,132.7081,133.7749,134.8346,135.9106,136.9481,137.9399,138.9132,139.8995,140.9196,141.9520,142.9689,143.9518,144.9438,145.9474,146.9626,147.9908,149.0085,150.0101
Player33OnsetTimes,129.5995,131.6945,132.7243,133.7275,134.7722,135.8772,136.9481,137.9721,138.9440,139.9150,140.9029,141.9194,142.9366,143.9518,144.9614,145.9627,146.9626,147.9756,148.9927,150.0101
Player34OnsetTimes,129.8303,131.3953,132.2458,133.4664,134.8666,136.1769,137.1954,138.0037,138.8026,139.7472,140.8417,141.9818,143.0483,144.0134,144.9438,145.9010,146.9173,147.9756,149.0232,150.0407
Player35OnsetTimes,129.2294,131.8369,133.1399,134.0467,134.7878,135.6630,136.7165,137.8785,139.0223,140.0551,140.9803,141.8898,142.8566,143.8900,144.9614,146.0097,147.0091,147.9756,148.9633,149.9799
Player36OnsetTimes,129.2294,131.8369,133.1399,134.0467,134.7878,135.6630,136.7165,137.8785,139.0223,140.0551,140.9803,141.8898,142.8566,143.8900,144.9614,146.0097,147.0091,147.9756,148.9633,149.9799
Player37OnsetTimes,129.1975,131.8061,133.1244,134.0467,134.8040,135.6782,136.7317,137.8937,139.0223,140.0388,140.9644,141.8898,142.8718,143.9050,144.9614,145.9940,146.9935,147.9756,148.9633,149.9799
Player38OnsetTimes,129.0591,131.6945,133.1244,134.1233,134.8816,135.7187,136.7165,137.8470,138.9907,140.0551,141.0112,141.9194,142.8718,143.8900,144.9438,145.9940,147.0091,147.9908,148.9776,149.9799
