Player39OnsetTimes,53.0466,55.1296,55.8164,56.4537,57.1665,58.9243,59.8063,60.2690,61.0383,61.6922,62.3654,63.1056,63.8736,64.6594,65.4008,66.0908,66.7452,67.4470,68.1830,68.9268,69.6405,70.3252,70.9915,71.6809,72.3785,73.0949,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player40OnsetTimes,53.0466,55.1296,55.8164,56.4537,57.1665,58.9243,59.8063,60.2690,61.0383,61.6922,62.3654,63.1056,63.8736,64.6594,65.4008,66.0908,66.7452,67.4470,68.1830,68.9268,69.6405,70.3252,70.9915,71.6809,72.3785,73.0949,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player41OnsetTimes,52.4840,55.0829,56.1744,56.8518,57.3047,58.4826,59.2560,60.0349,60.8224,61.6470,62.4885,63.2714,63.9651,64.6430,65.3228,66.0273,66.7452,67.5067,68.2614,68.9727,69.6405,70.2934,70.9761,71.6809,72.4110,73.1255,73.8171,74.4979,75.1879,75.8948,76.6066,77.3092,78.0040,78.6821,79.3677,80.0618,80.7713,81.4795,82.1781,82.8621,83.5387,84.2212,84.9297,85.6401,86.3340,87.0243,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2915,93.9977,94.6945,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player42OnsetTimes,52.9243,55.0221,55.8009,56.5188,57.2427,58.9084,59.7289,60.2058,61.0918,61.7836,62.4269,63.1056,63.8274,64.6115,65.3855,66.1069,66.7860,67.4919,68.1984,68.9108,69.6257,70.3252,71.0068,71.6960,72.3957,73.0949,73.7853,74.4831,75.1879,75.8948,76.5910,77.2938,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player43OnsetTimes,54.7903,55.3128,55.8311,56.3149,57.6765,58.6384,59.1304,60.4233,61.2797,61.7980,62.2865,63.5909,64.3904,64.7995,65.1415,66.2600,67.0825,67.6451,68.1078,68.6855,69.4254,70.2602,71.0528,71.7560,72.3957,73.0200,73.6853,74.4067,75.1560,75.8948,76.5910,77.2620,77.9257,78.6065,79.3199,80.0467,80.7558,81.4464,82.1297,82.8162,83.5090,84.2064,84.8971,85.5945,86.2871,86.9772,87.6653,88.3654,89.0723,89.7741,90.4718,91.1677,91.8603,92.5527,93.2432,93.9492,94.6479,95.3455,96.0338,96.7246,97.4346,98.1522,98.8480,99.5208,100.1996
Player44OnsetTimes,53.2912,54.8540,55.3596,57.0235,58.0651,58.5286,58.9749,60.4537,61.4484,61.9647,62.3488,63.4305,64.1955,64.7381,65.2322,66.4708,67.2357,67.6597,68.0330,68.6112,69.4254,70.3252,71.1305,71.8019,72.3957,73.0043,73.6853,74.4373,75.2045,75.9271,76.6066,77.2620,77.9257,78.6218,79.3360,80.0618,80.7713,81.4616,82.1448,82.8162,83.5090,84.2064,84.9136,85.6101,86.3024,86.9926,87.6806,88.3798,89.0873,89.7889,90.4867,91.1840,91.8748,92.5683,93.2600,93.9492,94.6479,95.3455,96.0491,96.7554,97.4497,98.1371,98.8320,99.5357,100.2296
Player45OnsetTimes,52.7139,54.8219,55.7534,56.6181,57.3792,58.9084,59.6382,60.1128,61.1382,61.9024,62.5186,63.1056,63.7658,64.5501,65.3698,66.1381,66.8194,67.4919,68.1830,68.8963,69.6257,70.3402,71.0217,71.6960,72.3785,73.0798,73.7853,74.4979,75.2045,75.8948,76.5910,77.2938,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8621,83.5545,84.2366,84.9297,85.6249,86.3184,87.0083,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player46OnsetTimes,53.1651,55.2510,55.8466,56.3924,57.7545,58.6709,59.1139,60.3777,61.2640,61.8428,62.3654,62.9874,63.7507,64.6115,65.4311,66.1535,66.8023,67.4616,68.1531,68.8812,69.6257,70.3402,71.0217,71.6960,72.3785,73.0798,73.7853,74.4979,75.2045,75.8948,76.5755,77.2620,77.9722,78.6821,79.3831,80.0764,80.7558,81.4464,82.1448,82.8464,83.5545,84.2524,84.9297,85.6101,86.3024,87.0083,87.7123,88.4105,89.1039,89.7889,90.4867,91.1840,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player47OnsetTimes,52.9703,55.0515,55.7848,56.4867,57.2121,58.9243,59.7767,60.2386,61.0755,61.7534,62.4120,63.1056,63.8426,64.6270,65.3855,66.1069,66.7860,67.4766,68.1830,68.9108,69.6257,70.3252,71.0068,71.6809,72.3785,73.0949,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player48OnsetTimes,52.6537,55.2665,56.2359,56.7748,57.1818,58.4679,59.3342,60.1285,60.8533,61.6177,62.4419,63.2413,63.9651,64.6594,65.3378,66.0273,66.7306,67.4919,68.2460,68.9727,69.6560,70.3087,70.9761,71.6809,72.3957,73.1105,73.8171,74.5129,75.2045,75.8948,76.5910,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2366,84.9297,85.6249,86.3184,87.0243,87.7277,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player49OnsetTimes,52.7758,54.8540,55.7381,56.5876,57.3640,58.1579,59.6382,60.6524,61.1703,61.9340,62.5186,63.0911,63.7507,64.5501,65.3855,66.1535,66.8353,67.5067,68.1830,68.8963,69.6257,70.3402,71.0217,71.6960,72.3785,73.0798,73.7853,74.4979,75.2045,75.8948,76.5910,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2366,84.9297,85.6249,86.3184,87.0083,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player50OnsetTimes,52.4545,55.0661,56.1744,56.8678,57.3196,58.4679,59.2404,60.0349,60.8376,61.6622,62.5038,63.2714,63.9499,64.6270,65.3228,66.0426,66.7860,67.5381,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4803,98.1846,98.8632,99.5357,100.2296
Player51OnsetTimes,53.0466,55.1296,55.8164,56.4537,57.1665,58.9243,59.8063,60.2690,61.0383,61.6922,62.3654,63.1056,63.8736,64.6594,65.4008,66.0908,66.7452,67.4470,68.1830,68.9268,69.6405,70.3252,70.9915,71.6809,72.3785,73.0949,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player52OnsetTimes,52.5288,55.1296,56.1895,56.8364,57.2741,58.4826,59.2883,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.1879,75.8948,76.6066,77.3092,78.0040,78.6821,79.3677,80.0618,80.7713,81.4795,82.1781,82.8621,83.5387,84.2212,84.9297,85.6401,86.3340,87.0243,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player53OnsetTimes,52.5003,55.1136,56.1895,56.8364,57.2741,58.4826,59.2883,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player54OnsetTimes,53.7766,54.8219,55.4080,56.2656,57.2741,58.2843,59.0831,60.0185,60.9456,61.7980,62.5645,63.2413,63.8736,64.5659,65.3074,66.0752,66.8194,67.5527,68.2614,68.9418,69.6257,70.3087,71.0068,71.7105,72.4110,73.1105,73.8171,74.5129,75.2045,75.8948,76.5910,77.2938,78.0040,78.6981,79.3831,80.0764,80.7713,81.4795,82.1781,82.8621,83.5545,84.2524,84.9463,85.6401,86.3340,87.0243,87.7123,88.4105,89.1185,89.8196,90.5171,91.2153,91.9055,92.5993,93.2915,93.9814,94.6786,95.3755,96.0796,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player55OnsetTimes,52.5439,55.1449,56.1895,56.8219,57.2584,58.4679,59.2716,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player56OnsetTimes,53.2759,54.8219,55.3299,57.0546,58.1255,58.5749,59.0985,60.5138,61.4176,61.8882,62.2865,63.4773,64.2997,64.7995,65.2170,66.3650,67.1456,67.6451,68.0782,68.6558,69.4254,70.2934,71.0995,71.7872,72.3957,73.0043,73.6853,74.4373,75.2045,75.9271,76.6066,77.2620,77.9257,78.6218,79.3360,80.0618,80.7713,81.4616,82.1448,82.8162,83.5090,84.2064,84.9136,85.6101,86.3024,86.9926,87.6806,88.3798,89.0873,89.7889,90.4867,91.1840,91.8748,92.5683,93.2600,93.9492,94.6479,95.3455,96.0491,96.7554,97.4497,98.1371,98.8320,99.5208,100.2144
Player57OnsetTimes,52.9394,55.0221,55.7848,56.5027,57.2427,58.9243,59.7455,60.2058,61.0755,61.7689,62.4269,63.1056,63.8274,64.6115,65.3855,66.1069,66.7860,67.4919,68.1984,68.9108,69.6257,70.3252,71.0068,71.6960,72.3957,73.0949,73.7853,74.4831,75.1879,75.8948,76.5910,77.2938,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player58OnsetTimes,52.4695,55.0661,56.1744,56.8678,57.3196,58.4679,59.2404,60.0349,60.8376,61.6622,62.5038,63.2714,63.9499,64.6270,65.3228,66.0426,66.7860,67.5381,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player59OnsetTimes,53.2605,54.8219,55.3449,57.0702,58.1255,58.5598,59.0831,60.4989,61.4004,61.8882,62.3026,63.4954,64.2997,64.7846,65.2016,66.3801,67.1767,67.6597,68.0625,68.6413,69.4254,70.2934,71.0995,71.7872,72.3957,73.0043,73.6853,74.4373,75.2045,75.9271,76.6066,77.2620,77.9257,78.6218,79.3360,80.0618,80.7713,81.4616,82.1448,82.8162,83.5090,84.2064,84.9136,85.6101,86.3024,86.9926,87.6806,88.3798,89.0873,89.7889,90.4867,91.1840,91.8748,92.5683,93.2600,93.9492,94.6479,95.3455,96.0491,96.7554,97.4497,98.1371,98.8320,99.5208,100.2144
Player60OnsetTimes,52.9243,55.0221,55.8009,56.5188,57.2427,58.9084,59.7289,60.2058,61.0918,61.7836,62.4269,63.1056,63.8274,64.6115,65.3855,66.1069,66.7860,67.4919,68.1984,68.9108,69.6257,70.3252,71.0068,71.6960,72.3957,73.0949,73.7853,74.4831,75.1879,75.8948,76.5910,77.2938,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player61OnsetTimes,52.6690,55.2977,56.2506,56.7748,57.1665,58.4516,59.3191,60.1128,60.8533,61.6177,62.4419,63.2413,63.9651,64.6594,65.3378,66.0273,66.7306,67.4919,68.2460,68.9727,69.6560,70.3087,70.9761,71.6809,72.3957,73.1105,73.8171,74.5129,75.2045,75.8948,76.5910,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2366,84.9297,85.6249,86.3184,87.0243,87.7277,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player62OnsetTimes,53.1801,55.2665,55.8466,56.3770,57.7391,58.6709,59.1304,60.3927,61.2640,61.8283,62.3488,62.9874,63.7658,64.6270,65.4461,66.1535,66.7860,67.4470,68.1531,68.8963,69.6405,70.3402,71.0068,71.6809,72.3785,73.0798,73.7853,74.4979,75.2045,75.8948,76.5755,77.2620,77.9722,78.6821,79.3831,80.0764,80.7558,81.4464,82.1448,82.8464,83.5545,84.2524,84.9297,85.6101,86.3024,87.0083,87.7123,88.4105,89.1039,89.7889,90.4867,91.1840,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5357,100.2296
Player63OnsetTimes,52.6840,54.7903,55.7381,56.6336,57.4099,58.1743,59.5772,60.5884,61.1556,62.0091,62.6084,63.1204,63.7192,64.5039,65.3534,66.1691,66.8662,67.5228,68.1830,68.8812,69.6101,70.3252,71.0217,71.7105,72.3957,73.0949,73.8013,74.4979,75.1879,75.8791,76.5910,77.3092,78.0040,78.6821,79.3677,80.0618,80.7713,81.4795,82.1781,82.8621,83.5387,84.2212,84.9297,85.6401,86.3340,87.0243,87.7123,88.3956,89.0873,89.7889,90.5017,91.2153,91.9055,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player64OnsetTimes,53.7304,55.2977,55.4766,56.5027,57.4556,58.2997,58.9590,59.8688,60.8686,61.8130,62.6256,63.2858,63.8736,64.5341,65.2777,66.0752,66.8353,67.5685,68.2614,68.9268,69.5940,70.2768,70.9915,71.7105,72.4273,73.1255,73.8013,74.4831,75.1712,75.8791,76.5910,77.3092,78.0040,78.6821,79.3677,80.0618,80.7713,81.4795,82.1781,82.8621,83.5387,84.2212,84.9297,85.6401,86.3340,87.0243,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player65OnsetTimes,53.0612,55.1449,55.8164,56.4386,57.1508,58.9243,59.8214,60.2849,61.0231,61.6622,62.3488,63.1056,63.8887,64.6758,65.4008,66.0752,66.7306,67.4470,68.1984,68.9418,69.6560,70.3252,70.9915,71.6809,72.3785,73.0949,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player66OnsetTimes,52.4395,55.0515,56.1744,56.8830,57.3344,58.4679,59.2244,60.0185,60.8376,61.6769,62.5186,63.2858,63.9499,64.6115,65.2923,66.0273,66.7860,67.5527,68.2763,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1255,73.8171,74.4979,75.1879,75.8948,76.6066,77.3092,78.0040,78.6821,79.3677,80.0618,80.7713,81.4795,82.1781,82.8621,83.5387,84.2212,84.9297,85.6401,86.3340,87.0243,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4652,98.1683,98.8632,99.5524,100.2443
Player67OnsetTimes,53.0466,55.1296,55.8164,56.4537,57.1665,58.9243,59.8063,60.2690,61.0383,61.6922,62.3654,63.1056,63.8736,64.6594,65.4008,66.0908,66.7452,67.4470,68.1830,68.9268,69.6405,70.3252,70.9915,71.6809,72.3785,73.0949,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player68OnsetTimes,52.8644,54.9625,55.7848,56.5566,57.2891,58.9084,59.6980,60.1754,61.1221,61.8428,62.4580,63.0911,63.7962,64.5969,65.3855,66.1226,66.8023,67.4919,68.1984,68.9108,69.6257,70.3252,71.0068,71.6960,72.3957,73.0949,73.7853,74.4831,75.1879,75.8948,76.5910,77.2938,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player69OnsetTimes,53.3700,54.9475,55.3923,56.9283,57.9396,58.4679,59.0831,59.8688,60.7760,61.7231,62.5940,63.3156,63.9195,64.5501,65.2626,66.0426,66.8023,67.5527,68.2614,68.9418,69.6101,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.1879,75.8791,76.5910,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2366,84.9297,85.6249,86.3184,87.0243,87.7277,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player70OnsetTimes,52.5747,55.1748,56.2053,56.8219,57.2427,58.4516,59.2716,60.0657,60.8376,61.6470,62.4734,63.2561,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player71OnsetTimes,52.4248,55.0374,56.1744,56.8830,57.3344,58.4679,59.2244,60.0185,60.8376,61.6769,62.5186,63.2858,63.9499,64.6115,65.3074,66.0426,66.7860,67.5381,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1255,73.8171,74.4979,75.1879,75.8948,76.6066,77.3092,78.0040,78.6821,79.3677,80.0618,80.7713,81.4795,82.1781,82.8621,83.5387,84.2212,84.9297,85.6401,86.3340,87.0243,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2915,93.9977,94.6945,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player72OnsetTimes,52.5003,55.1136,56.1895,56.8364,57.2741,58.4826,59.2883,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player73OnsetTimes,52.5003,55.1136,56.1895,56.8364,57.2741,58.4826,59.2883,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player74OnsetTimes,52.9703,55.0515,55.7848,56.4867,57.2121,58.9243,59.7767,60.2386,61.0755,61.7534,62.4120,63.1056,63.8426,64.6270,65.3855,66.1069,66.7860,67.4766,68.1830,68.9108,69.6257,70.3252,71.0068,71.6809,72.3785,73.0949,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player75OnsetTimes,52.5439,55.1449,56.1895,56.8219,57.2584,58.4679,59.2716,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player76OnsetTimes,53.3230,54.9012,55.3760,56.9767,58.0037,58.4981,59.0222,60.5440,61.4942,61.9492,62.3026,63.4001,64.2106,64.7692,65.2478,66.4404,67.1919,67.6295,68.0330,68.6263,69.4404,70.3252,71.1305,71.8019,72.3957,73.0043,73.6853,74.4373,75.2045,75.9271,76.6066,77.2620,77.9257,78.6218,79.3360,80.0618,80.7713,81.4616,82.1448,82.8162,83.5090,84.2064,84.9136,85.6101,86.3024,86.9926,87.6806,88.3798,89.0873,89.7889,90.4867,91.1840,91.8748,92.5683,93.2600,93.9492,94.6479,95.3455,96.0491,96.7554,97.4497,98.1371,98.8320,99.5357,100.2296
Player77OnsetTimes,52.4840,55.0829,56.1744,56.8518,57.3047,58.4826,59.2560,60.0349,60.8224,61.6470,62.4885,63.2714,63.9651,64.6430,65.3228,66.0273,66.7452,67.5067,68.2614,68.9727,69.6405,70.2934,70.9761,71.6809,72.4110,73.1255,73.8171,74.4979,75.1879,75.8948,76.6066,77.3092,78.0040,78.6821,79.3677,80.0618,80.7713,81.4795,82.1781,82.8621,83.5387,84.2212,84.9297,85.6401,86.3340,87.0243,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2915,93.9977,94.6945,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player78OnsetTimes,53.0760,55.1748,55.8311,56.4386,57.1355,58.9084,59.8063,60.2690,61.0383,61.6922,62.3654,63.1056,63.8736,64.6594,65.4008,66.0908,66.7452,67.4470,68.1830,68.9268,69.6405,70.3252,70.9915,71.6809,72.3785,73.0949,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player79OnsetTimes,53.4164,54.9920,55.4080,56.8830,57.8910,58.4516,59.1461,59.9541,60.8224,61.7072,62.5497,63.2858,63.9195,64.5815,65.2923,66.0426,66.7860,67.5381,68.2614,68.9418,69.6101,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2366,84.9297,85.6249,86.3184,87.0083,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
