Key,Value
BPM,120.0000
StartTime,8.4177
scoreCounter,23.0000
Alpha,High
alphaUser,0.1000
alphaAuto,0.0030
AudioGudance,1.0000
VisualGudance,1.0000
FinishTrial,1.0000
Mean Onset List,10.0284,11.5995,12.2549,12.8846,13.4410,13.9947,14.5318,15.0685,15.6062,16.1454,16.6809,17.2177,17.7554,18.2941,18.8279,19.3587,19.8908,20.4220,20.9638,21.4961,22.0248,22.5565,23.0893
Mean Interval List,0.0000,0.5964,0.4913,0.5296,0.5168,0.5116,0.5119,0.5118,0.5147,0.5110,0.5112,0.5128,0.5107,0.5062,0.5053,0.5074,0.5080,0.5112,0.5071,0.5040,0.5039,0.5050,0.5018
Timestamps,3.6306,4.3249,4.8203,5.3486,5.8683,6.3923,6.8898,7.3979,7.8803,8.4177,8.7958,9.3715,9.9263,10.4712,10.9913,11.5113,12.0337,12.5502,13.0516,13.5559,14.1118,14.6483,15.2141,15.7144,16.2554,16.8072,17.3228,17.8147,18.3445,18.8999,19.4363,19.9999,20.4905,21.0013,21.5326,22.0723,22.5719,23.0737
Player1OnsetTimes,10.6205,11.6794,12.0681,13.0321,13.6548,14.1287,14.5796,15.0568,15.5586,16.0980,16.6394,17.1851,17.7307,18.2709,18.8103,19.3496,19.8776,20.4021,20.9460,21.4783,22.0004,22.5363,23.0737
Player2OnsetTimes,11.3137,11.8353,12.3548,12.7693,13.2720,14.4029,14.9863,15.3500,15.6954,16.0980,16.5722,17.0997,17.6627,18.2191,18.7600,19.2981,19.8439,20.3850,20.9269,21.4609,21.9843,22.5194,23.0393
Player3OnsetTimes,10.5202,11.5619,11.9965,13.0516,13.7051,14.1795,14.6133,15.0722,15.5754,16.1145,16.6555,17.2018,17.7466,18.2869,18.8103,19.3325,19.8614,20.4021,20.9460,21.4783,22.0004,22.5363,23.0737
Player4OnsetTimes,9.5265,11.6294,12.4430,12.9510,13.4394,13.9602,14.5118,15.0568,15.6101,16.1648,16.7049,17.2351,17.7637,18.2869,18.8103,19.3496,19.8953,20.4368,20.9808,21.5129,22.0363,22.5540,23.0903
Player5OnsetTimes,10.2464,11.8172,12.3548,12.7860,13.2883,13.8769,14.4744,15.0568,15.6101,16.1481,16.6881,17.2190,17.7466,18.2869,18.8288,19.3668,19.8953,20.4185,20.9638,21.4960,22.0186,22.5540,23.0903
Player6OnsetTimes,11.0600,11.5797,12.0147,13.0516,13.6880,14.1635,14.5961,15.0568,15.5586,16.0980,16.6394,17.1851,17.7307,18.2709,18.7927,19.3149,19.8439,20.3850,20.9269,21.4609,22.0004,22.5363,23.0737
Player7OnsetTimes,9.5948,11.7144,12.5130,12.9845,13.4394,13.9438,14.4744,15.0235,15.5754,16.1318,16.6881,17.2351,17.7798,18.3091,18.8288,19.3496,19.8776,20.4185,20.9638,21.4960,22.0363,22.5719,23.0903
Player8OnsetTimes,9.7503,11.3364,12.0681,12.6865,13.3233,13.9438,14.5282,15.0876,15.6453,16.1811,16.7049,17.2351,17.7798,18.3264,18.8636,19.3829,19.9116,20.4368,20.9808,21.5129,22.0363,22.5719,23.1059
Player9OnsetTimes,10.2288,11.8006,12.3385,12.7693,13.2883,13.8769,14.4744,15.0568,15.6101,16.1481,16.6881,17.2190,17.7466,18.2869,18.8288,19.3668,19.8953,20.4185,20.9638,21.4960,22.0186,22.5540,23.0903
Player10OnsetTimes,10.3162,11.3569,11.8708,13.0833,13.7883,14.2626,14.6657,15.0876,15.5586,16.0792,16.6235,17.1851,17.7466,18.2869,18.8103,19.3325,19.8614,20.4021,20.9460,21.4783,22.0186,22.5540,23.0903
Player11OnsetTimes,9.9584,11.5285,12.1826,12.7203,13.3052,13.9096,14.5118,15.0876,15.6453,16.1811,16.7049,17.2351,17.7637,18.3091,18.8470,19.3829,19.9116,20.4368,20.9638,21.4960,22.0363,22.5719,23.1059
