Key,Value
BPM,60.0000
StartTime,188.7219
scoreCounter,23.0000
Alpha,Medium
alphaUser,0.0500
alphaAuto,0.0070
AudioGudance,1.0000
VisualGudance,1.0000
FinishTrial,1.0000
Player52OnsetTimes,190.3763,192.4726,193.5078,194.3931,195.3492,196.4492,197.6169,198.7306,199.7588,200.7065,201.6654,202.6899,203.7616,204.8304,205.8771,206.8875,207.8805,208.8877,209.9271,210.9749,212.0106,213.0354,214.0543
Player53OnsetTimes,190.4494,192.0392,193.0210,194.2234,195.5335,196.7771,197.8214,198.6996,199.5708,200.5512,201.6500,202.7841,203.8732,204.8783,205.8450,206.8259,207.8499,208.9031,209.9740,211.0209,212.0272,213.0190,214.0226
Player54OnsetTimes,191.0564,192.1024,193.1775,194.3302,195.5335,196.6824,197.7101,198.6536,199.6024,200.6139,201.6828,202.7685,203.8243,204.8304,205.8295,206.8412,207.8651,208.9031,209.9427,210.9749,211.9953,213.0190,214.0396
Player55OnsetTimes,190.2255,192.3151,193.4613,194.4703,195.4577,196.5127,197.6011,198.6688,199.6946,200.6919,201.6975,202.7366,203.7780,204.8154,205.8450,206.8726,207.8960,208.9184,209.9427,210.9749,212.0106,213.0354,214.0543
Player56OnsetTimes,190.0153,192.1174,193.4150,194.5627,195.5971,196.5901,197.5697,198.5769,199.6329,200.7065,201.7594,202.7841,203.7936,204.8003,205.8138,206.8569,207.9116,208.9524,209.9740,210.9749,211.9798,213.0039,214.0396
Player57OnsetTimes,189.8963,192.5184,193.9115,194.7627,195.4269,196.2612,197.3660,198.6082,199.8053,200.8498,201.7747,202.6899,203.6853,204.7532,205.8450,206.9190,207.9422,208.9184,209.9115,210.9283,211.9798,213.0354,214.0695
Player58OnsetTimes,189.9474,192.0546,193.4150,194.6088,195.6422,196.5901,197.5380,198.5466,199.6329,200.7241,201.7747,202.7841,203.7780,204.7840,205.8138,206.8569,207.9116,208.9524,209.9740,210.9749,211.9798,213.0039,214.0396
Player59OnsetTimes,189.9474,192.0546,193.4150,194.6088,195.6422,196.5901,197.5380,198.5466,199.6329,200.7241,201.7747,202.7841,203.7780,204.7840,205.8138,206.8569,207.9116,208.9524,209.9740,210.9749,211.9798,213.0039,214.0396
Player60OnsetTimes,189.8963,192.5184,193.9115,194.7627,195.4269,196.2612,197.3660,198.6082,199.8053,200.8498,201.7747,202.6899,203.6853,204.7532,205.8450,206.9190,207.9422,208.9184,209.9115,210.9283,211.9798,213.0354,214.0695
Player61OnsetTimes,189.9636,192.0546,193.3996,194.5936,195.6422,196.6058,197.5545,198.5617,199.6329,200.7241,201.7747,202.7841,203.7780,204.7840,205.8138,206.8569,207.9116,208.9524,209.9740,210.9749,211.9798,213.0039,214.0396
Player62OnsetTimes,190.1631,192.2556,193.4464,194.4863,195.4881,196.5276,197.5852,198.6384,199.6794,200.7065,201.7283,202.7525,203.7780,204.8154,205.8450,206.8726,207.8960,208.9184,209.9427,210.9749,212.0106,213.0354,214.0543
Player63OnsetTimes,190.1150,192.2104,193.4464,194.5325,195.5335,196.5436,197.5697,198.6233,199.6794,200.7241,201.7434,202.7525,203.7616,204.8003,205.8450,206.8726,207.8960,208.9184,209.9427,210.9749,212.0106,213.0354,214.0543
Player64OnsetTimes,190.0658,192.1790,193.4464,194.5471,195.5501,196.5436,197.5697,198.6233,199.6794,200.7241,201.7434,202.7525,203.7616,204.8003,205.8450,206.8875,207.9116,208.9184,209.9271,210.9586,211.9953,213.0354,214.0695
Player65OnsetTimes,190.6345,192.2104,193.0688,194.1459,195.4269,196.7142,197.8214,198.7457,199.6182,200.5667,201.6201,202.7366,203.8413,204.8783,205.8605,206.8412,207.8499,208.8877,209.9427,210.9904,212.0272,213.0354,214.0396
Player66OnsetTimes,189.9979,192.1024,193.4150,194.5787,195.6124,196.5901,197.5697,198.5769,199.6329,200.7065,201.7594,202.7841,203.7936,204.8003,205.8138,206.8569,207.9116,208.9524,209.9740,210.9749,211.9798,213.0039,214.0396
Player67OnsetTimes,191.0096,192.0546,193.2081,194.3931,195.5656,196.6670,197.6781,198.6233,199.6024,200.6289,201.6975,202.7685,203.8087,204.8154,205.8138,206.8259,207.8651,208.9184,209.9588,210.9904,212.0106,213.0190,214.0396
Player68OnsetTimes,190.0153,192.1174,193.4150,194.5627,195.5971,196.5901,197.5697,198.5769,199.6329,200.7065,201.7594,202.7841,203.7936,204.8003,205.8138,206.8569,207.9116,208.9524,209.9740,210.9749,211.9798,213.0039,214.0396
Player69OnsetTimes,191.5535,192.0719,192.7981,193.9588,195.4269,196.8535,197.9604,198.7775,199.5397,200.4598,201.5738,202.7685,203.9026,204.9238,205.8605,206.7953,207.8043,208.8710,209.9588,211.0209,212.0420,213.0354,214.0226
Player70OnsetTimes,190.5715,192.1324,193.0382,194.1766,195.4725,196.7450,197.8214,198.7306,199.6024,200.5667,201.6357,202.7685,203.8573,204.8783,205.8450,206.8259,207.8499,208.9031,209.9588,211.0044,212.0272,213.0354,214.0396
Player71OnsetTimes,190.0658,192.1790,193.4464,194.5471,195.5501,196.5436,197.5697,198.6233,199.6794,200.7241,201.7434,202.7525,203.7616,204.8003,205.8450,206.8875,207.9116,208.9184,209.9271,210.9586,211.9953,213.0354,214.0695
Player72OnsetTimes,190.3763,192.4726,193.5078,194.3931,195.3492,196.4492,197.6169,198.7306,199.7588,200.7065,201.6654,202.6899,203.7616,204.8304,205.8771,206.8875,207.8805,208.8877,209.9271,210.9749,212.0106,213.0354,214.0543
Player73OnsetTimes,189.9474,192.0546,193.4150,194.6088,195.6422,196.5901,197.5380,198.5466,199.6329,200.7241,201.7747,202.7841,203.7780,204.7840,205.8138,206.8569,207.9116,208.9524,209.9740,210.9749,211.9798,213.0039,214.0396
Player74OnsetTimes,190.4350,192.5332,193.5227,194.3612,195.3037,196.4339,197.6323,198.7609,199.7738,200.7065,201.6500,202.6738,203.7465,204.8304,205.8771,206.8875,207.8805,208.8877,209.9271,210.9749,212.0106,213.0354,214.0543
Player75OnsetTimes,190.1150,192.2104,193.4464,194.5325,195.5335,196.5436,197.5697,198.6233,199.6794,200.7241,201.7434,202.7525,203.7616,204.8003,205.8450,206.8726,207.8960,208.9184,209.9427,210.9749,212.0106,213.0354,214.0543
Player76OnsetTimes,189.8963,192.5184,193.9115,194.7627,195.4269,196.2612,197.3660,198.6082,199.8053,200.8498,201.7747,202.6899,203.6853,204.7532,205.8450,206.9190,207.9422,208.9184,209.9115,210.9283,211.9798,213.0354,214.0695
Player77OnsetTimes,190.3922,192.4884,193.5227,194.3931,195.3343,196.4339,197.6011,198.7306,199.7588,200.7065,201.6654,202.6899,203.7616,204.8304,205.8771,206.8875,207.8805,208.8877,209.9271,210.9749,212.0106,213.0354,214.0543
Player78OnsetTimes,190.9133,192.4884,193.1320,194.0070,195.2412,196.6219,197.8675,198.8546,199.6946,200.5512,201.5582,202.6899,203.8413,204.9083,205.8932,206.8412,207.8194,208.8562,209.9427,211.0044,212.0420,213.0354,214.0226
Player79OnsetTimes,189.9474,192.0546,193.4150,194.6088,195.6422,196.5901,197.5380,198.5466,199.6329,200.7241,201.7747,202.7841,203.7780,204.7840,205.8138,206.8569,207.9116,208.9524,209.9740,210.9749,211.9798,213.0039,214.0396
Player80OnsetTimes,190.0807,192.1790,193.4310,194.5325,195.5501,196.5589,197.5852,198.6233,199.6641,200.7065,201.7283,202.7525,203.7780,204.8154,205.8450,206.8726,207.8960,208.9184,209.9427,210.9749,212.0106,213.0354,214.0543
Player81OnsetTimes,190.3012,192.3954,193.4920,194.4401,195.4114,196.4810,197.6011,198.6841,199.7101,200.7065,201.6975,202.7209,203.7616,204.8154,205.8605,206.8875,207.8960,208.9031,209.9271,210.9586,211.9953,213.0354,214.0543
Player82OnsetTimes,189.8778,192.5033,193.9115,194.7776,195.4423,196.2612,197.3504,198.5924,199.8053,200.8647,201.7897,202.6899,203.6689,204.7377,205.8450,206.9190,207.9422,208.9184,209.9115,210.9435,211.9953,213.0354,214.0543
Player83OnsetTimes,191.4319,192.4884,192.7517,194.4863,195.9937,197.0257,197.7101,198.3947,199.3233,200.5053,201.7747,202.9381,203.9186,204.8003,205.7069,206.7353,207.8499,208.9524,210.0061,210.9904,211.9645,212.9571,213.9902
Player84OnsetTimes,191.1189,192.1790,193.1615,194.2538,195.4577,196.6670,197.7565,198.7155,199.6329,200.5982,201.6357,202.7366,203.8243,204.8622,205.8605,206.8412,207.8499,208.8877,209.9427,210.9904,212.0106,213.0190,214.0396
Player85OnsetTimes,191.4632,192.5184,192.7669,194.4553,195.9469,197.0112,197.7253,198.4107,199.3399,200.5053,201.7594,202.9229,203.9186,204.8154,205.7222,206.7353,207.8345,208.9524,210.0061,210.9904,211.9645,212.9571,213.9902
Player86OnsetTimes,190.8329,192.4115,193.1157,194.0375,195.2716,196.6366,197.8525,198.8389,199.6946,200.5667,201.5738,202.6899,203.8243,204.8935,205.8932,206.8569,207.8499,208.8710,209.9271,210.9904,212.0272,213.0354,214.0396
Player87OnsetTimes,190.5125,192.0873,193.0210,194.1926,195.5031,196.7603,197.8214,198.7155,199.5868,200.5512,201.6357,202.7685,203.8732,204.8935,205.8605,206.8259,207.8345,208.8877,209.9588,211.0044,212.0272,213.0354,214.0396
Player88OnsetTimes,190.8172,192.3954,193.1157,194.0534,195.2879,196.6366,197.8525,198.8389,199.6946,200.5667,201.5738,202.6899,203.8243,204.8935,205.8932,206.8569,207.8499,208.8710,209.9271,210.9904,212.0272,213.0354,214.0396
Player89OnsetTimes,190.2863,192.3793,193.4920,194.4401,195.4114,196.4810,197.6011,198.6841,199.7101,200.7065,201.6975,202.7209,203.7616,204.8154,205.8605,206.8875,207.8960,208.9031,209.9271,210.9586,211.9953,213.0354,214.0543
Player90OnsetTimes,191.0260,192.0719,193.2081,194.3767,195.5501,196.6670,197.6781,198.6233,199.6024,200.6289,201.6975,202.7685,203.8087,204.8154,205.8138,206.8259,207.8651,208.9184,209.9588,210.9904,212.0106,213.0190,214.0396
Player91OnsetTimes,189.9474,192.0546,193.4150,194.6088,195.6422,196.5901,197.5380,198.5466,199.6329,200.7241,201.7747,202.7841,203.7780,204.7840,205.8138,206.8569,207.9116,208.9524,209.9740,210.9749,211.9798,213.0039,214.0396
Player92OnsetTimes,190.2559,192.3626,193.4920,194.4553,195.4269,196.4810,197.5852,198.6688,199.7101,200.7065,201.6975,202.7209,203.7616,204.8154,205.8605,206.8875,207.8960,208.9031,209.9271,210.9586,211.9953,213.0354,214.0543
Player93OnsetTimes,190.2255,192.3151,193.4613,194.4703,195.4577,196.5127,197.6011,198.6688,199.6946,200.6919,201.6975,202.7366,203.7780,204.8154,205.8450,206.8726,207.8960,208.9184,209.9427,210.9749,212.0106,213.0354,214.0543
Player94OnsetTimes,190.0990,192.1954,193.4464,194.5325,195.5335,196.5436,197.5697,198.6233,199.6794,200.7241,201.7434,202.7525,203.7616,204.8003,205.8450,206.8875,207.9116,208.9184,209.9271,210.9586,211.9953,213.0354,214.0695
Player95OnsetTimes,191.8513,192.3793,192.9124,194.7933,196.1801,196.9763,197.5221,198.2232,199.2929,200.5982,201.8842,202.9692,203.8732,204.7224,205.6609,206.7353,207.8805,208.9864,210.0061,210.9749,211.9340,212.9412,213.9902
Player96OnsetTimes,189.9474,192.0546,193.4150,194.6088,195.6422,196.5901,197.5380,198.5466,199.6329,200.7241,201.7747,202.7841,203.7780,204.7840,205.8138,206.8569,207.9116,208.9524,209.9740,210.9749,211.9798,213.0039,214.0396
