Key,Value
BPM,60.0000
StartTime,161.6022
scoreCounter,22.0000
Alpha,High
alphaUser,0.1000
alphaAuto,0.0030
AudioGudance,1.0000
VisualGudance,1.0000
FinishTrial,1.0000
Player19OnsetTimes,163.1055,164.6925,165.8355,166.9385,168.0257,175.6438,177.3943,178.4930,179.5900,181.7475,182.8973,183.8985,184.8786,185.8694,186.8875,187.9090,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player20OnsetTimes,162.7779,164.8903,166.1596,167.1868,168.1484,176.1273,177.8255,178.7260,179.6363,181.5788,182.6979,183.7569,184.8003,185.8393,186.8721,187.8938,188.9156,189.9421,190.9609,191.9886,193.0151,194.0515
Player21OnsetTimes,162.8884,164.9987,166.2237,167.2023,168.1484,176.0420,177.7240,178.6484,179.6059,181.6090,182.7288,183.7738,184.8003,185.8233,186.8560,187.8938,188.9156,189.9421,190.9609,191.9886,193.0151,194.0515
Player22OnsetTimes,163.1829,164.7688,165.8685,166.9385,168.0257,175.6438,177.3943,178.4930,179.5900,181.7475,182.8973,183.8985,184.8786,185.8694,186.8721,187.8938,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player23OnsetTimes,163.3846,164.9684,165.9930,166.9858,168.0097,175.6091,177.3576,178.4605,179.5586,181.7321,182.8821,183.8829,184.8630,185.8538,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0310,194.0515
Player24OnsetTimes,162.8720,164.9836,166.2079,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.8938,188.9156,189.9421,190.9609,191.9886,193.0151,194.0515
Player25OnsetTimes,162.9350,164.5060,165.7120,166.8923,168.0410,175.8357,177.5831,178.6006,179.6214,181.7017,182.8359,183.8523,184.8630,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player26OnsetTimes,162.9194,164.5060,165.7120,166.8923,168.0410,175.8542,177.6020,178.6173,179.6363,181.7017,182.8359,183.8523,184.8630,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player27OnsetTimes,163.0901,164.6767,165.8207,166.9385,168.0410,175.6621,177.4126,178.5080,179.5900,181.7321,182.8821,183.8985,184.8786,185.8694,186.8875,187.9090,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player28OnsetTimes,163.3846,164.9684,165.9930,166.9858,168.0097,175.6091,177.3576,178.4605,179.5586,181.7321,182.8821,183.8829,184.8630,185.8538,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0310,194.0515
Player29OnsetTimes,162.8720,164.9836,166.2079,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.8938,188.9156,189.9421,190.9609,191.9886,193.0151,194.0515
Player30OnsetTimes,163.5573,164.6140,165.5745,166.7031,167.9032,176.1446,177.9439,178.8495,179.7293,181.5788,182.6642,183.7268,184.7848,185.8393,186.8875,187.9255,188.9477,189.9751,190.9918,192.0060,193.0151,194.0515
Player31OnsetTimes,162.8099,164.9207,166.1757,167.1868,168.1484,176.1273,177.8255,178.7260,179.6363,181.5788,182.6979,183.7569,184.8003,185.8393,186.8721,187.8938,188.9156,189.9421,190.9609,191.9886,193.0151,194.0515
Player32OnsetTimes,163.0735,164.6615,165.8051,166.9227,168.0257,175.6961,177.4472,178.5234,179.6059,181.7321,182.8821,183.8985,184.8786,185.8694,186.8875,187.9090,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player33OnsetTimes,163.1979,164.7839,165.8841,166.9537,168.0257,175.6257,177.3758,178.4762,179.5749,181.7475,182.8973,183.8985,184.8786,185.8694,186.8721,187.8938,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player34OnsetTimes,162.8884,164.9987,166.2237,167.2023,168.1484,176.0420,177.7240,178.6484,179.6059,181.6090,182.7288,183.7738,184.8003,185.8233,186.8560,187.8938,188.9156,189.9421,190.9609,191.9886,193.0151,194.0515
Player35OnsetTimes,162.9661,164.5373,165.7276,166.8923,168.0257,175.8021,177.5487,178.5841,179.6214,181.7017,182.8359,183.8523,184.8630,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player36OnsetTimes,162.9813,164.5685,165.7588,166.9075,168.0410,175.7134,177.4472,178.5234,179.6059,181.7475,182.8973,183.8985,184.8786,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player37OnsetTimes,162.8409,164.9527,166.1925,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0151,194.0515
Player38OnsetTimes,164.3024,164.8283,165.4955,166.5428,167.7613,175.1785,177.0173,178.3009,179.5435,181.8701,183.0547,184.0212,184.9421,185.8852,186.8721,187.8938,188.9323,189.9751,191.0067,192.0381,193.0627,194.0840
Player39OnsetTimes,162.8569,164.9684,166.2079,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0151,194.0515
Player40OnsetTimes,163.1829,164.7688,165.8685,166.9385,168.0257,175.6438,177.3943,178.4930,179.5900,181.7475,182.8973,183.8985,184.8786,185.8694,186.8721,187.8938,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player41OnsetTimes,162.9973,164.5840,165.7588,166.9075,168.0410,175.7134,177.4472,178.5234,179.6059,181.7475,182.8973,183.8985,184.8786,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player42OnsetTimes,162.9973,164.5840,165.7588,166.9075,168.0410,175.7134,177.4472,178.5234,179.6059,181.7475,182.8973,183.8985,184.8786,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player43OnsetTimes,162.9043,164.4913,165.7120,166.8923,168.0410,175.8542,177.6020,178.6173,179.6363,181.7017,182.8359,183.8523,184.8630,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player44OnsetTimes,163.0591,164.6454,165.8051,166.9227,168.0257,175.6961,177.4472,178.5234,179.6059,181.7475,182.8973,183.8985,184.8786,185.8694,186.8875,187.9090,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player45OnsetTimes,162.7472,164.8601,166.1435,167.1868,168.1636,175.2108,176.8949,178.1592,179.4518,181.8849,183.1020,184.0536,184.9572,185.9004,186.8875,187.9090,188.9477,189.9897,191.0067,192.0381,193.0627,194.0840
Player46OnsetTimes,162.7779,164.8903,166.1596,167.1868,168.1484,176.1273,177.8255,178.7260,179.6363,181.5788,182.6979,183.7569,184.8003,185.8393,186.8721,187.8938,188.9156,189.9421,190.9609,191.9886,193.0151,194.0515
Player47OnsetTimes,163.3378,164.9207,165.9613,166.9695,168.0097,175.6257,177.3758,178.4762,179.5749,181.7321,182.8821,183.8829,184.8630,185.8538,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0310,194.0515
Player48OnsetTimes,162.8256,164.9367,166.1925,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0151,194.0515
Player49OnsetTimes,163.4013,164.9836,166.0089,167.0010,168.0257,175.5765,177.3072,178.4297,179.5586,181.7475,182.8973,183.8985,184.8786,185.8694,186.8721,187.8938,188.9156,189.9583,190.9918,192.0218,193.0310,194.0515
Player50OnsetTimes,163.0278,164.6140,165.7738,166.9075,168.0257,175.7134,177.4637,178.5389,179.6059,181.7321,182.8821,183.8985,184.8786,185.8694,186.8875,187.9090,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player51OnsetTimes,162.8256,164.9367,166.1925,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0151,194.0515
Player52OnsetTimes,162.8720,164.9836,166.2079,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.8938,188.9156,189.9421,190.9609,191.9886,193.0151,194.0515
Player53OnsetTimes,162.9194,164.5060,165.7120,166.8923,168.0410,175.8542,177.6020,178.6173,179.6363,181.7017,182.8359,183.8523,184.8630,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player54OnsetTimes,163.0735,164.6615,165.8051,166.9227,168.0257,175.6961,177.4472,178.5234,179.6059,181.7321,182.8821,183.8985,184.8786,185.8694,186.8875,187.9090,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player55OnsetTimes,163.0591,164.6454,165.8051,166.9227,168.0257,175.6961,177.4472,178.5234,179.6059,181.7475,182.8973,183.8985,184.8786,185.8694,186.8875,187.9090,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player56OnsetTimes,163.4169,164.4736,165.4790,166.6713,167.9032,176.2950,178.0937,178.9437,179.7611,181.5493,182.6153,183.6803,184.7677,185.8393,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0310,194.0515
Player57OnsetTimes,162.8256,164.9367,166.1925,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0151,194.0515
Player58OnsetTimes,162.8099,164.9207,166.1757,167.1868,168.1484,175.1406,176.8270,179.4032,180.7200,181.4421,182.1329,183.2471,184.5178,185.7625,186.9189,188.0006,189.0254,190.0389,191.0380,192.0381,193.0472,194.0673
Player59OnsetTimes,162.8256,164.9367,166.1925,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0151,194.0515
Player60OnsetTimes,163.0591,164.6454,165.8051,166.9227,168.0257,175.6961,177.4472,178.5234,179.6059,181.7475,182.8973,183.8985,184.8786,185.8694,186.8875,187.9090,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player61OnsetTimes,163.1829,164.7688,165.8685,166.9385,168.0257,175.6438,177.3943,178.4930,179.5900,181.7475,182.8973,183.8985,184.8786,185.8694,186.8721,187.8938,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player62OnsetTimes,164.3024,164.8283,165.4955,166.5428,167.7613,175.1785,177.0173,178.3009,179.5435,181.8701,183.0547,184.0212,184.9421,185.8852,186.8721,187.8938,188.9323,189.9751,191.0067,192.0381,193.0627,194.0840
Player63OnsetTimes,162.7472,164.8601,166.1435,167.1868,168.1636,175.2108,176.8949,178.1592,179.4518,181.8849,183.1020,184.0536,184.9572,185.9004,186.8875,187.9090,188.9477,189.9897,191.0067,192.0381,193.0627,194.0840
Player64OnsetTimes,163.7736,164.8283,165.6970,166.7348,167.8728,175.9908,177.7912,178.7412,179.6673,181.6090,182.7132,183.7569,184.8003,185.8393,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0310,194.0515
Player65OnsetTimes,163.4478,164.5060,165.5114,166.6872,167.9032,176.2438,178.0452,178.9134,179.7463,181.5638,182.6487,183.7113,184.7848,185.8393,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0310,194.0515
Player66OnsetTimes,162.9973,164.5840,165.7588,166.9075,168.0410,175.7134,177.4472,178.5234,179.6059,181.7475,182.8973,183.8985,184.8786,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player67OnsetTimes,163.8967,164.9527,165.7738,166.7653,167.8728,175.9044,177.7058,178.6956,179.6525,181.6248,182.7288,183.7738,184.8003,185.8393,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0310,194.0515
Player68OnsetTimes,162.8720,164.9836,166.2079,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.8938,188.9156,189.9421,190.9609,191.9886,193.0151,194.0515
Player69OnsetTimes,162.8256,164.9367,166.1925,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0151,194.0515
Player70OnsetTimes,163.0591,164.6454,165.8051,166.9227,168.0257,175.6961,177.4472,178.5234,179.6059,181.7475,182.8973,183.8985,184.8786,185.8694,186.8875,187.9090,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player71OnsetTimes,163.3846,164.9684,165.9930,166.9858,168.0097,175.6091,177.3576,178.4605,179.5586,181.7321,182.8821,183.8829,184.8630,185.8538,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0310,194.0515
Player72OnsetTimes,163.3693,164.9527,165.9771,166.9695,168.0097,175.6257,177.3758,178.4762,179.5749,181.7321,182.8821,183.8829,184.8630,185.8538,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0310,194.0515
Player73OnsetTimes,163.6348,164.6925,165.6204,166.7188,167.8883,176.0754,177.8757,178.8033,179.6988,181.5936,182.6979,183.7569,184.8003,185.8393,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0310,194.0515
Player74OnsetTimes,162.7472,164.8601,166.1435,167.1868,168.1636,175.2108,176.8949,178.1592,179.4518,181.8849,183.1020,184.0536,184.9572,185.9004,186.8875,187.9090,188.9477,189.9897,191.0067,192.0381,193.0627,194.0840
Player75OnsetTimes,163.8200,164.8749,165.7276,166.7499,167.8728,175.9394,177.7407,178.7106,179.6673,181.6248,182.7288,183.7738,184.8155,185.8538,186.8875,187.9090,188.9323,189.9583,190.9758,192.0060,193.0310,194.0515
Player76OnsetTimes,162.8720,164.9836,166.2079,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.8938,188.9156,189.9421,190.9609,191.9886,193.0151,194.0515
Player77OnsetTimes,163.5729,164.6296,165.5745,166.7031,167.9032,176.1446,177.9439,178.8495,179.7293,181.5788,182.6642,183.7268,184.7848,185.8393,186.8875,187.9255,188.9477,189.9751,190.9918,192.0060,193.0151,194.0515
Player78OnsetTimes,162.7472,164.8601,166.1435,167.1868,168.1636,175.2108,176.8949,178.1592,179.4518,181.8849,183.1020,184.0536,184.9572,185.9004,186.8875,187.9090,188.9477,189.9897,191.0067,192.0381,193.0627,194.0840
Player79OnsetTimes,162.8099,164.9207,166.1757,167.1868,168.1484,175.1406,176.8270,179.4032,180.7200,181.4421,182.1329,183.2471,184.5178,185.7625,186.9189,188.0006,189.0254,190.0389,191.0380,192.0381,193.0472,194.0673
Player80OnsetTimes,163.3076,164.8903,165.9457,166.9695,168.0097,175.6257,177.3758,178.4762,179.5749,181.7321,182.8821,183.8829,184.8630,185.8538,186.8721,187.9090,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player81OnsetTimes,164.4578,164.9836,165.5901,166.5753,167.7461,176.2602,178.1095,178.9592,179.7611,181.5026,182.5538,183.6328,184.7227,185.8082,186.8560,187.8938,188.9156,189.9421,190.9609,191.9886,193.0005,194.0339
Player82OnsetTimes,162.8884,164.4736,165.6970,166.8923,168.0410,175.8542,177.6020,178.6173,179.6363,181.7017,182.8359,183.8523,184.8630,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player83OnsetTimes,163.1979,164.7839,165.8841,166.9537,168.0257,175.6257,177.3758,178.4762,179.5749,181.7475,182.8973,183.8985,184.8786,185.8694,186.8721,187.8938,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player84OnsetTimes,163.5267,164.5840,165.5577,166.7031,167.9032,176.1446,177.9439,178.8495,179.7293,181.5788,182.6642,183.7268,184.7848,185.8393,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0310,194.0515
Player85OnsetTimes,162.7941,164.9052,166.1596,167.1868,168.1484,175.1406,176.8270,179.4032,180.7200,181.4421,182.1329,183.2471,184.5178,185.7625,186.9189,188.0006,189.0254,190.0389,191.0380,192.0381,193.0472,194.0673
Player86OnsetTimes,163.8659,164.9207,165.7588,166.7653,167.8728,175.9044,177.7058,178.6956,179.6525,181.6248,182.7288,183.7738,184.8155,185.8538,186.8875,187.9090,188.9323,189.9583,190.9758,192.0060,193.0310,194.0515
Player87OnsetTimes,162.8720,164.9836,166.2079,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.8938,188.9156,189.9421,190.9609,191.9886,193.0151,194.0515
Player88OnsetTimes,162.8720,164.9836,166.2079,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.8938,188.9156,189.9421,190.9609,191.9886,193.0151,194.0515
Player89OnsetTimes,162.8884,164.4736,165.6970,166.8923,168.0410,175.8542,177.6020,178.6173,179.6363,181.7017,182.8359,183.8523,184.8630,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player90OnsetTimes,162.8720,164.9836,166.2079,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.8938,188.9156,189.9421,190.9609,191.9886,193.0151,194.0515
Player91OnsetTimes,163.1055,164.6925,165.8355,166.9385,168.0257,175.6438,177.3943,178.4930,179.5900,181.7475,182.8973,183.8985,184.8786,185.8694,186.8875,187.9090,188.9323,189.9751,191.0067,192.0381,193.0472,194.0673
Player92OnsetTimes,163.0124,164.5985,165.7738,166.9227,168.0410,175.6961,177.4302,178.5080,179.5900,181.7321,182.8821,183.8985,184.8786,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player93OnsetTimes,162.9194,164.5060,165.7120,166.8923,168.0410,175.8542,177.6020,178.6173,179.6363,181.7017,182.8359,183.8523,184.8630,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player94OnsetTimes,162.9350,164.5060,165.7120,166.8923,168.0410,175.8357,177.5831,178.6006,179.6214,181.7017,182.8359,183.8523,184.8630,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
Player95OnsetTimes,162.8409,164.9527,166.1925,167.2023,168.1484,176.0420,177.7407,178.6631,179.6059,181.5936,182.7132,183.7569,184.8003,185.8393,186.8721,187.9090,188.9323,189.9583,190.9758,192.0060,193.0151,194.0515
Player96OnsetTimes,162.9507,164.5218,165.7120,166.8923,168.0410,175.8357,177.5831,178.6006,179.6214,181.7017,182.8359,183.8523,184.8630,185.8694,186.8875,187.9255,188.9477,189.9751,190.9918,192.0218,193.0472,194.0673
