Key,Value
BPM,90.0000
StartTime,164.6992
scoreCounter,33.0000
Alpha,Medium
alphaUser,0.0500
alphaAuto,0.0070
AudioGudance,0.0000
VisualGudance,0.0000
FinishTrial,1.0000
Player21OnsetTimes,166.2220,167.8077,168.5907,169.4617,170.3620,171.1307,171.7359,172.2775,172.8763,173.5687,174.3324,175.1023,175.8166,176.4679,177.1125,177.7751,178.4755,179.2000,179.9178,180.6122,181.2829,181.9468,182.6213,183.3198,184.0447,184.7538,185.4456,186.1218,186.7845,187.4622,188.1714,188.8865,189.5883
Player22OnsetTimes,166.1125,168.2096,169.0630,169.6487,170.1927,170.8142,171.5236,172.2939,173.0477,173.7299,174.3633,175.0081,175.6896,176.4031,177.1279,177.8383,178.5236,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player23OnsetTimes,165.9794,168.0716,169.0318,169.7243,170.3010,170.8771,171.5236,172.2373,172.9854,173.7143,174.3953,175.0556,175.7231,176.4031,177.1125,177.8238,178.5236,179.2000,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player24OnsetTimes,166.0090,168.1022,169.0318,169.6933,170.2698,170.8606,171.5236,172.2611,173.0004,173.7143,174.3953,175.0556,175.7231,176.4031,177.1125,177.8238,178.5236,179.2000,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player25OnsetTimes,167.1731,168.2096,168.7315,169.2982,170.0829,170.9542,171.7514,172.4057,172.9854,173.5845,174.2541,174.9915,175.7545,176.4828,177.1586,177.8086,178.4596,179.1390,179.8481,180.5651,181.2829,181.9764,182.6526,183.3198,184.0124,184.7085,185.4136,186.1064,186.8065,187.4928,188.1714,188.8549,189.5569
Player26OnsetTimes,166.0562,168.1479,169.0471,169.6789,170.2389,170.8446,171.5236,172.2775,173.0161,173.7143,174.3802,175.0408,175.7231,176.4182,177.1279,177.8238,178.5077,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player27OnsetTimes,165.8200,167.9169,168.9862,169.7876,170.3943,170.9239,171.4932,172.1758,172.9379,173.7143,174.4437,175.1023,175.7391,176.3860,177.0802,177.8086,178.5236,179.2161,179.9011,180.5804,181.2677,181.9616,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player28OnsetTimes,165.9940,168.0869,169.0318,169.7088,170.2847,170.8606,171.5089,172.2373,173.0004,173.7299,174.4119,175.0556,175.7051,176.3860,177.0951,177.8238,178.5390,179.2161,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player29OnsetTimes,166.7875,167.8385,168.5738,169.4311,170.3315,171.1147,171.7359,172.2775,172.8763,173.5687,174.3324,175.0864,175.8016,176.4679,177.1125,177.7751,178.4755,179.1846,179.9011,180.5975,181.2829,181.9616,182.6366,183.3198,184.0277,184.7390,185.4285,186.1064,186.7845,187.4773,188.1880,188.8865,189.5731
Player30OnsetTimes,166.3482,167.9169,168.6060,169.4159,170.3010,171.0987,171.7514,172.3096,172.8918,173.5687,174.3170,175.0864,175.8016,176.4679,177.1125,177.7751,178.4755,179.1846,179.9011,180.5975,181.2829,181.9616,182.6366,183.3359,184.0447,184.7390,185.4285,186.1064,186.7845,187.4773,188.1880,188.8865,189.5731
Player31OnsetTimes,167.3465,167.8710,168.3862,169.2038,170.2389,171.1785,171.8624,172.3583,172.8529,173.4901,174.2709,175.0864,175.8314,176.4998,177.1279,177.7607,178.4449,179.1698,179.9011,180.6122,181.2829,181.9468,182.6213,183.3198,184.0277,184.7390,185.4285,186.1064,186.7845,187.4773,188.1880,188.8865,189.5731
Player32OnsetTimes,165.9463,168.0404,169.0167,169.7243,170.3163,170.8919,171.5236,172.2373,172.9854,173.7143,174.3953,175.0556,175.7231,176.4031,177.1125,177.8238,178.5236,179.2000,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player33OnsetTimes,165.9794,168.0716,169.0318,169.7243,170.3010,170.8771,171.5236,172.2373,172.9854,173.7143,174.3953,175.0556,175.7231,176.4031,177.1125,177.8238,178.5236,179.2000,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player34OnsetTimes,167.0746,168.1173,168.4325,169.7243,170.7178,171.2880,171.6176,172.0202,172.6846,173.5530,174.4437,175.2123,175.8314,176.4031,177.0175,177.7149,178.4755,179.2307,179.9342,180.5804,181.2209,181.9004,182.6213,183.3523,184.0604,184.7390,185.3975,186.0751,186.7696,187.4773,188.1880,188.8865,189.5731
Player35OnsetTimes,166.1898,168.2713,169.0788,169.6176,170.1464,170.7831,171.5392,172.3269,173.0635,173.7299,174.3633,175.0081,175.6896,176.4031,177.1279,177.8383,178.5236,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player36OnsetTimes,166.9633,168.0105,168.4810,169.2038,170.1769,171.1307,171.8624,172.3891,172.8918,173.5060,174.2541,175.0556,175.8166,176.4998,177.1279,177.7607,178.4449,179.1698,179.9011,180.6122,181.2987,181.9616,182.6213,183.3032,184.0124,184.7390,185.4456,186.1218,186.7845,187.4622,188.1714,188.8865,189.5883
Player37OnsetTimes,165.9308,168.0250,169.0167,169.7395,170.3315,170.8919,171.5089,172.2219,172.9854,173.7299,174.4119,175.0556,175.7051,176.3860,177.0951,177.8238,178.5390,179.2161,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player38OnsetTimes,165.9794,168.0716,169.0318,169.7243,170.3010,170.8771,171.5236,172.2373,172.9854,173.7143,174.3953,175.0556,175.7231,176.4031,177.1125,177.8238,178.5236,179.2000,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player39OnsetTimes,166.0410,168.1324,169.0471,169.6933,170.2541,170.8446,171.5236,172.2775,173.0161,173.7143,174.3802,175.0408,175.7231,176.4182,177.1279,177.8238,178.5077,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player40OnsetTimes,166.0562,168.1479,169.0471,169.6789,170.2389,170.8446,171.5236,172.2775,173.0161,173.7143,174.3802,175.0408,175.7231,176.4182,177.1279,177.8238,178.5077,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player41OnsetTimes,166.1740,168.2713,169.0788,169.6176,170.1464,170.7831,171.5392,172.3269,173.0635,173.7299,174.3633,175.0081,175.6896,176.4031,177.1279,177.8383,178.5236,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player42OnsetTimes,166.1125,168.2096,169.0630,169.6487,170.1927,170.8142,171.5236,172.2939,173.0477,173.7299,174.3633,175.0081,175.6896,176.4031,177.1279,177.8383,178.5236,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player43OnsetTimes,165.9463,168.0404,169.0167,169.7243,170.3163,170.8919,171.5236,172.2373,172.9854,173.7143,174.3953,175.0556,175.7231,176.4031,177.1125,177.8238,178.5236,179.2000,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player44OnsetTimes,166.9482,167.9955,168.4810,169.2192,170.1927,171.1307,171.8457,172.3735,172.8918,173.5224,174.2709,175.0706,175.8166,176.4828,177.1125,177.7607,178.4596,179.1846,179.9011,180.5975,181.2829,181.9616,182.6366,183.3198,184.0277,184.7390,185.4285,186.1064,186.7845,187.4773,188.1880,188.8865,189.5731
Player45OnsetTimes,166.1898,168.2713,169.0788,169.6176,170.1464,170.7831,171.5392,172.3269,173.0635,173.7299,174.3633,175.0081,175.6896,176.4031,177.1279,177.8383,178.5236,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player46OnsetTimes,166.0090,168.1022,169.0318,169.6933,170.2698,170.8606,171.5236,172.2611,173.0004,173.7143,174.3953,175.0556,175.7231,176.4031,177.1125,177.8238,178.5236,179.2000,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player47OnsetTimes,166.6576,168.2249,168.6852,169.2497,170.0663,170.9694,171.7827,172.4381,173.0004,173.5845,174.2541,175.0081,175.7702,176.4828,177.1432,177.7907,178.4596,179.1544,179.8858,180.5975,181.2829,181.9616,182.6366,183.3198,184.0277,184.7390,185.4285,186.1064,186.7845,187.4773,188.1880,188.8865,189.5731
Player48OnsetTimes,166.3634,167.9337,168.6060,169.3924,170.2698,171.0751,171.7359,172.3096,172.9074,173.5845,174.3324,175.0864,175.8016,176.4679,177.1125,177.7751,178.4755,179.1846,179.9011,180.5975,181.2829,181.9616,182.6366,183.3359,184.0447,184.7390,185.4285,186.1064,186.7845,187.4773,188.1880,188.8865,189.5731
Player49OnsetTimes,166.0958,168.1790,169.0471,169.6487,170.2079,170.8298,171.5392,172.2939,173.0327,173.7143,174.3633,175.0235,175.7051,176.4182,177.1279,177.8238,178.5077,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player50OnsetTimes,165.9940,168.0869,169.0318,169.7088,170.2847,170.8606,171.5089,172.2373,173.0004,173.7299,174.4119,175.0556,175.7051,176.3860,177.0951,177.8238,178.5390,179.2161,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player51OnsetTimes,167.5174,168.0404,168.5596,169.2497,170.1464,171.0446,171.7984,172.3891,172.9227,173.5224,174.2392,175.0235,175.8016,176.4998,177.1432,177.7751,178.4449,179.1544,179.8858,180.5975,181.2829,181.9468,182.6213,183.3198,184.0277,184.7237,185.4136,186.1064,186.7845,187.4622,188.1564,188.8713,189.5883
Player52OnsetTimes,165.9940,168.0869,169.0318,169.7088,170.2847,170.8606,171.5089,172.2373,173.0004,173.7299,174.4119,175.0556,175.7051,176.3860,177.0951,177.8238,178.5390,179.2161,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player53OnsetTimes,166.7552,167.8077,168.5907,169.4617,170.3471,171.1147,171.7200,172.2775,172.8918,173.5845,174.3324,175.0864,175.8016,176.4679,177.1125,177.7751,178.4755,179.1846,179.9011,180.5975,181.2829,181.9616,182.6366,183.3198,184.0277,184.7390,185.4285,186.1064,186.7845,187.4773,188.1880,188.8865,189.5731
Player54OnsetTimes,165.8832,167.9792,169.0011,169.7552,170.3471,170.8919,171.4932,172.2055,172.9690,173.7143,174.4119,175.0706,175.7231,176.4031,177.1125,177.8238,178.5236,179.2000,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player55OnsetTimes,166.1740,168.2713,169.0788,169.6176,170.1464,170.7831,171.5392,172.3269,173.0635,173.7299,174.3633,175.0081,175.6896,176.4031,177.1279,177.8383,178.5236,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player56OnsetTimes,165.9463,168.0404,169.0167,169.7243,170.3163,170.8919,171.5236,172.2373,172.9854,173.7143,174.3953,175.0556,175.7231,176.4031,177.1125,177.8238,178.5236,179.2000,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player57OnsetTimes,166.0958,168.1790,169.0471,169.6487,170.2079,170.8298,171.5392,172.2939,173.0327,173.7143,174.3633,175.0235,175.7051,176.4182,177.1279,177.8238,178.5077,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player58OnsetTimes,166.0562,168.1479,169.0471,169.6789,170.2389,170.8446,171.5236,172.2775,173.0161,173.7143,174.3802,175.0408,175.7231,176.4182,177.1279,177.8238,178.5077,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player59OnsetTimes,166.0410,168.1324,169.0471,169.6933,170.2541,170.8446,171.5236,172.2775,173.0161,173.7143,174.3802,175.0408,175.7231,176.4182,177.1279,177.8238,178.5077,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player60OnsetTimes,166.6576,168.2249,168.6852,169.2497,170.0663,170.9694,171.7827,172.4381,173.0004,173.5845,174.2541,175.0081,175.7702,176.4828,177.1432,177.7907,178.4596,179.1544,179.8858,180.5975,181.2829,181.9616,182.6366,183.3198,184.0277,184.7390,185.4285,186.1064,186.7845,187.4773,188.1880,188.8865,189.5731
Player61OnsetTimes,167.3015,167.8223,168.3409,169.1890,170.2541,171.2091,171.8780,172.3583,172.8382,173.4748,174.2541,175.0864,175.8471,176.5153,177.1279,177.7459,178.4295,179.1698,179.9178,180.6278,181.2987,181.9468,182.6213,183.3198,184.0277,184.7390,185.4285,186.1064,186.7845,187.4773,188.1880,188.8865,189.5731
Player62OnsetTimes,166.1288,168.2249,169.0788,169.6487,170.1769,170.7984,171.5236,172.2939,173.0477,173.7299,174.3633,175.0081,175.6896,176.4031,177.1279,177.8383,178.5236,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player63OnsetTimes,165.9794,168.0716,169.0318,169.7243,170.3010,170.8771,171.5236,172.2373,172.9854,173.7143,174.3953,175.0556,175.7231,176.4031,177.1125,177.8238,178.5236,179.2000,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player64OnsetTimes,166.1591,168.2713,169.0941,169.6337,170.1620,170.7984,171.5392,172.3096,173.0477,173.7143,174.3481,175.0081,175.7051,176.4182,177.1279,177.8238,178.5077,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player65OnsetTimes,166.1439,168.2551,169.0941,169.6487,170.1769,170.7984,171.5236,172.2939,173.0327,173.7143,174.3633,175.0235,175.7051,176.4182,177.1279,177.8238,178.5077,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player66OnsetTimes,166.6410,168.2096,168.6852,169.2677,170.0829,170.9843,171.7827,172.4225,172.9854,173.5687,174.2541,175.0081,175.7702,176.4828,177.1586,177.8086,178.4755,179.1698,179.8858,180.5975,181.2829,181.9616,182.6366,183.3198,184.0277,184.7390,185.4285,186.1064,186.7845,187.4773,188.1880,188.8865,189.5731
Player67OnsetTimes,166.7552,167.8077,168.5907,169.4617,170.3471,171.1147,171.7200,172.2775,172.8918,173.5845,174.3324,175.0864,175.8016,176.4679,177.1125,177.7751,178.4755,179.1846,179.9011,180.5975,181.2829,181.9616,182.6366,183.3198,184.0277,184.7390,185.4285,186.1064,186.7845,187.4773,188.1880,188.8865,189.5731
Player68OnsetTimes,166.1125,168.2096,169.0630,169.6487,170.1927,170.8142,171.5236,172.2939,173.0477,173.7299,174.3633,175.0081,175.6896,176.4031,177.1279,177.8383,178.5236,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player69OnsetTimes,166.6747,168.2551,168.7006,169.2497,170.0505,170.9542,171.7827,172.4381,173.0004,173.5845,174.2541,175.0081,175.7702,176.4828,177.1432,177.7907,178.4596,179.1544,179.8858,180.5975,181.2829,181.9616,182.6366,183.3198,184.0277,184.7390,185.4285,186.1064,186.7845,187.4773,188.1880,188.8865,189.5731
Player70OnsetTimes,167.2713,167.8077,168.3409,169.2038,170.2698,171.2091,171.8780,172.3583,172.8382,173.4748,174.2541,175.0864,175.8471,176.5153,177.1279,177.7459,178.4295,179.1698,179.9178,180.6278,181.2987,181.9468,182.6213,183.3198,184.0277,184.7390,185.4285,186.1064,186.7845,187.4773,188.1880,188.8865,189.5731
Player71OnsetTimes,166.4102,167.9792,168.6211,169.3774,170.2541,171.0751,171.7514,172.3269,172.9074,173.5687,174.3170,175.0864,175.8016,176.4679,177.1125,177.7751,178.4755,179.1846,179.9011,180.5975,181.2829,181.9616,182.6366,183.3359,184.0447,184.7390,185.4285,186.1064,186.7845,187.4773,188.1880,188.8865,189.5731
Player72OnsetTimes,166.1898,168.2713,169.0788,169.6176,170.1464,170.7831,171.5392,172.3269,173.0635,173.7299,174.3633,175.0081,175.6896,176.4031,177.1279,177.8383,178.5236,179.1846,179.8631,180.5504,181.2522,181.9616,182.6691,183.3523,184.0277,184.7085,185.3975,186.1064,186.8239,187.5090,188.1880,188.8713,189.5569
Player73OnsetTimes,165.8685,167.9636,169.0011,169.7713,170.3620,170.8919,171.4932,172.2055,172.9690,173.7143,174.4119,175.0706,175.7231,176.4031,177.1125,177.8238,178.5236,179.2000,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
Player74OnsetTimes,165.9794,168.0716,169.0318,169.7243,170.3010,170.8771,171.5236,172.2373,172.9854,173.7143,174.3953,175.0556,175.7231,176.4031,177.1125,177.8238,178.5236,179.2000,179.8858,180.5651,181.2522,181.9468,182.6526,183.3523,184.0447,184.7237,185.4136,186.1064,186.8065,187.4928,188.1880,188.8865,189.5731
