Key,Value
BPM,60.0000
StartTime,202.6151
scoreCounter,20.0000
Alpha,Medium
alphaUser,0.0500
alphaAuto,0.0070
AudioGudance,0.0000
VisualGudance,0.0000
FinishTrial,1.0000
Player69OnsetTimes,203.8597,205.9627,207.3827,208.5044,209.4737,210.3936,211.3839,212.4706,213.5977,214.7135,215.7334,216.7065,217.6917,218.6858,219.7043,220.7232,221.7508,222.7685,223.7647,224.7725
Player70OnsetTimes,204.7560,205.8024,207.3350,208.5533,209.5498,210.4400,211.3673,212.4072,213.5510,214.7135,215.7663,216.7392,217.6917,218.6537,219.6579,220.6918,221.7341,222.7685,223.7798,224.7725
Player71OnsetTimes,205.5149,206.0426,206.8819,207.9169,209.2261,210.5637,211.7214,212.6821,213.5670,214.5238,215.5622,216.6597,217.7537,218.7688,219.7356,220.6918,221.6878,222.7166,223.7491,224.7881
Player72OnsetTimes,203.9770,206.0927,207.4286,208.4508,209.3810,210.3474,211.4009,212.5162,213.6445,214.7291,215.7166,216.6750,217.6533,218.6695,219.7043,220.7383,221.7508,222.7538,223.7491,224.7571
Player73OnsetTimes,204.3578,205.9297,206.9931,208.1226,209.3653,210.5637,211.6422,212.6137,213.5670,214.5881,215.6234,216.6916,217.7384,218.7525,219.7356,220.7070,221.7029,222.7320,223.7647,224.7881
Player74OnsetTimes,205.4175,205.9466,207.0723,208.1850,209.3653,210.5168,211.5775,212.5646,213.5510,214.5881,215.6234,216.6750,217.7224,218.7354,219.7196,220.6918,221.6878,222.7166,223.7491,224.7881
Player75OnsetTimes,204.5684,206.1396,207.0392,208.0130,209.2261,210.5012,211.6754,212.6821,213.5977,214.5550,215.5772,216.6597,217.7384,218.7688,219.7517,220.7070,221.6878,222.7017,223.7491,224.8029
Player76OnsetTimes,204.8622,205.9137,207.2963,208.4354,209.4582,210.4243,211.4173,212.4706,213.5670,214.6823,215.7166,216.7065,217.6917,218.6858,219.6887,220.7070,221.7341,222.7538,223.7647,224.7725
Player77OnsetTimes,204.7560,205.8024,207.3350,208.5533,209.5498,210.4400,211.3673,212.4072,213.5510,214.7135,215.7663,216.7392,217.6917,218.6537,219.6579,220.6918,221.7341,222.7685,223.7798,224.7725
Player78OnsetTimes,204.0731,206.1779,207.4443,208.4039,209.3185,210.3097,211.4173,212.5646,213.6744,214.7291,215.6850,216.6438,217.6533,218.6858,219.7196,220.7383,221.7508,222.7538,223.7491,224.7571
Player79OnsetTimes,204.5201,206.0927,207.0238,208.0283,209.2417,210.5168,211.6754,212.6670,213.5824,214.5550,215.5772,216.6597,217.7384,218.7688,219.7517,220.7070,221.6878,222.7166,223.7647,224.8029
Player80OnsetTimes,203.7782,205.8658,207.3510,208.5371,209.5188,210.4243,211.3839,212.4397,213.5824,214.7291,215.7663,216.7225,217.6688,218.6537,219.6887,220.7383,221.7669,222.7685,223.7647,224.7725
Player81OnsetTimes,203.9536,206.0565,207.4136,208.4508,209.3965,210.3625,211.4009,212.5015,213.6286,214.7291,215.7334,216.6916,217.6688,218.6695,219.7043,220.7383,221.7508,222.7538,223.7491,224.7571
Player82OnsetTimes,203.8269,205.9297,207.3827,208.5213,209.4887,210.4089,211.3839,212.4555,213.5824,214.7135,215.7502,216.7225,217.6917,218.6695,219.6887,220.7232,221.7508,222.7685,223.7647,224.7725
Player83OnsetTimes,203.8269,205.9297,207.3827,208.5213,209.4887,210.4089,211.3839,212.4555,213.5824,214.7135,215.7502,216.7225,217.6917,218.6695,219.6887,220.7232,221.7508,222.7685,223.7647,224.7725
Player84OnsetTimes,204.2165,206.3061,207.4598,208.3242,209.2261,210.2805,211.4488,212.6137,213.7129,214.7291,215.6534,216.6119,217.6370,218.7025,219.7517,220.7535,221.7341,222.7166,223.7329,224.7725
Player85OnsetTimes,203.8438,205.9466,207.3827,208.5044,209.4737,210.3936,211.3839,212.4706,213.5977,214.7135,215.7334,216.7065,217.6917,218.6858,219.7043,220.7232,221.7508,222.7685,223.7647,224.7725
Player86OnsetTimes,205.1990,206.2421,207.1351,208.0283,209.1634,210.4243,211.6422,212.6987,213.6445,214.5881,215.5622,216.6119,217.7068,218.7688,219.7681,220.7232,221.6878,222.6851,223.7169,224.7725
Player87OnsetTimes,204.0574,206.1626,207.4443,208.4039,209.3185,210.3097,211.4173,212.5646,213.6744,214.7291,215.6850,216.6438,217.6533,218.6858,219.7196,220.7383,221.7508,222.7538,223.7491,224.7571
Player88OnsetTimes,203.7626,205.8508,207.3510,208.5533,209.5498,210.4400,211.3673,212.4239,213.5670,214.7135,215.7663,216.7392,217.6917,218.6695,219.6887,220.7232,221.7508,222.7685,223.7647,224.7725
Player89OnsetTimes,204.2630,205.8357,206.9616,208.1702,209.4425,210.6098,211.6422,212.5814,213.5361,214.5717,215.6384,216.7225,217.7702,218.7525,219.7043,220.6763,221.7029,222.7538,223.7963,224.8029
Player90OnsetTimes,203.9218,206.0266,207.3985,208.4663,209.4120,210.3625,211.4009,212.5015,213.6286,214.7291,215.7334,216.6916,217.6688,218.6695,219.7043,220.7383,221.7669,222.7685,223.7647,224.7725
Player91OnsetTimes,205.4659,205.9943,206.9931,208.0753,209.3036,210.5327,211.6422,212.6137,213.5510,214.5550,215.5925,216.6750,217.7384,218.7525,219.7196,220.6918,221.6878,222.7166,223.7491,224.7881
Player92OnsetTimes,205.0008,206.0565,207.2323,208.2634,209.3185,210.4089,211.4978,212.5646,213.6126,214.6510,215.6534,216.6597,217.6917,218.7193,219.7196,220.7070,221.7029,222.7166,223.7491,224.7881
Player93OnsetTimes,204.3110,205.8807,206.9779,208.1535,209.4120,210.5951,211.6422,212.5814,213.5361,214.5717,215.6384,216.7065,217.7537,218.7525,219.7196,220.6918,221.7029,222.7320,223.7647,224.7881
Player94OnsetTimes,203.7626,205.8508,207.3510,208.5533,209.5498,210.4400,211.3673,212.4239,213.5670,214.7135,215.7663,216.7392,217.6917,218.6695,219.6887,220.7232,221.7508,222.7685,223.7647,224.7725
Player95OnsetTimes,203.9059,206.0115,207.3985,208.4889,209.4425,210.3779,211.3839,212.4863,213.6126,214.7135,215.7166,216.6916,217.6688,218.6695,219.7043,220.7383,221.7669,222.7685,223.7647,224.7725
Player96OnsetTimes,204.6319,206.1933,207.0553,207.9972,209.1934,210.4862,211.6754,212.6987,213.6126,214.5550,215.5622,216.6438,217.7384,218.7848,219.7681,220.7232,221.6878,222.7017,223.7491,224.8029
