Player39OnsetTimes,84.5117,86.0889,86.9515,87.6764,88.2964,89.3838,89.9500,90.3655,90.7955,91.9541,92.6152,92.9291,93.1619,94.0427,94.6951,95.2020,95.6379,96.1327,96.6898,97.2956,97.8783,98.4450,98.9763,99.5054,100.0321,100.5647,101.0910,101.6248,102.1548,102.6826,103.2257,103.7784,104.3179,104.8539,105.9347,106.4935,107.0351,107.5714,108.0924,108.6217,109.1571,109.6856,110.2172,110.7621,111.3053,111.8429,112.3619,112.8885,113.4197,113.9543,114.4986,115.0273,115.5512,116.0766,116.6052,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9119
Player40OnsetTimes,85.1677,86.2126,86.7377,87.9701,88.7425,89.0717,89.7618,90.3813,90.9349,91.4895,92.0308,92.6788,93.3258,93.9489,94.4913,95.0671,95.6546,96.2502,96.7994,97.3281,97.8472,98.3984,98.9600,99.5211,100.0638,100.5800,101.0910,101.6090,102.1402,102.6826,103.2414,103.7937,104.3339,104.8689,105.9347,106.4788,107.0188,107.5714,108.1088,108.6368,109.1571,109.6856,110.2172,110.7621,111.3053,111.8429,112.3772,112.9057,113.4197,113.9387,114.4762,115.0273,115.5662,116.0927,116.6052,117.1301,117.6578,118.1962,118.7395,119.2750,119.8098,120.3299,120.8578,121.3900,121.9276
Player41OnsetTimes,85.3977,86.4572,86.9833,87.4322,88.6010,89.3136,89.6528,90.5552,91.1994,91.6296,91.9858,93.0528,93.7285,94.0730,94.5539,95.0211,95.5458,96.1708,96.7836,97.3584,97.8783,98.3984,98.9297,99.4908,100.0483,100.5800,101.0910,101.6090,102.1257,102.6682,103.2257,103.7784,104.3179,104.8389,105.9053,106.4626,107.0188,107.5714,108.1088,108.6217,109.1278,109.6546,110.2023,110.7621,111.3053,111.8273,112.3468,112.8738,113.4047,113.9387,114.4762,115.0110,115.5512,116.0766,116.5904,117.1083,117.6428,118.1814,118.7236,119.2600,119.7944,120.3154,120.8419,121.3747,121.9119
Player42OnsetTimes,84.3264,86.4270,86.9977,87.4644,88.6332,89.3293,89.6528,90.5361,91.1829,91.6296,92.0014,93.0987,93.7753,94.0875,94.5067,95.4322,96.0069,96.3298,96.6107,97.5248,98.1645,98.5674,98.8736,99.3062,99.8905,100.5500,101.1699,101.7028,102.1693,102.6363,103.1505,103.7193,104.3024,104.8689,105.9646,106.4935,106.9962,107.5238,108.0759,108.6217,109.1571,109.6856,110.2023,110.7236,111.2588,111.8105,112.3619,112.9057,113.4197,113.9387,114.4612,114.9952,115.5359,116.0766,116.6052,117.1301,117.6578,118.1814,118.7068,119.2453,119.7944,120.3299,120.8578,121.3747,121.8972
Player43OnsetTimes,83.7927,86.4270,87.3823,87.8631,88.1735,88.9957,89.6528,90.3502,90.9950,91.5837,92.1089,92.6943,93.2949,93.9161,94.4913,95.1002,95.7018,96.2837,96.8172,97.3281,97.8472,98.4139,98.9914,99.5520,100.0801,100.5800,101.0910,101.6248,102.1693,102.7142,103.2566,103.7937,104.3339,104.8689,105.9646,106.5227,107.0512,107.5714,108.0924,108.6217,109.1741,109.7158,110.2473,110.7790,111.3053,111.8429,112.3772,112.9057,113.4352,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player44OnsetTimes,84.1077,86.1979,86.9202,87.5670,88.2192,89.4936,90.1232,90.4590,90.7628,91.8016,92.4902,92.9141,93.2320,94.1336,94.7417,95.1854,95.5923,96.1025,96.6898,97.3281,97.9233,98.4742,98.9763,99.4908,100.0162,100.5500,101.0910,101.6399,102.1693,102.6993,103.2257,103.7636,104.3024,104.8539,105.9646,106.5227,107.0351,107.5551,108.0924,108.6368,109.1741,109.7004,110.2172,110.7389,111.2737,111.8273,112.3772,112.9206,113.4352,113.9543,114.4762,115.0110,115.5512,116.0927,116.6202,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9276
Player45OnsetTimes,84.2026,86.3042,86.9670,87.5351,88.1436,89.4474,90.1232,90.4901,90.7955,91.7685,92.4275,92.8670,93.2320,94.2179,94.8180,95.2020,95.5458,96.5303,97.1520,97.4643,97.7106,98.5829,99.2249,99.6451,99.9858,100.4001,100.9488,101.5936,102.2151,102.7597,103.2414,103.7193,104.2348,104.8076,105.9952,106.5672,107.0512,107.5238,108.0280,108.5769,109.1422,109.7004,110.2319,110.7621,111.2737,111.7939,112.3322,112.8885,113.4352,113.9692,114.4986,115.0110,115.5359,116.0623,116.5904,117.1301,117.6578,118.1814,118.7068,119.2453,119.7944,120.3299,120.8578,121.3747,121.8972
Player46OnsetTimes,85.6125,86.1356,86.6609,88.0145,88.8395,89.1317,89.5903,90.7438,91.4247,91.7073,92.0770,93.0222,93.6213,93.9796,94.5859,95.1149,95.6075,96.1482,96.7043,97.2792,97.8472,98.4139,98.9600,99.5054,100.0321,100.5500,101.0605,101.5936,102.1402,102.6826,103.2257,103.7636,104.3024,104.8389,105.9053,106.4626,107.0188,107.5714,108.0924,108.6062,109.1278,109.6546,110.1876,110.7389,111.2893,111.8273,112.3468,112.8738,113.4047,113.9387,114.4762,115.0110,115.5359,116.0623,116.5904,117.1301,117.6578,118.1814,118.7068,119.2453,119.7786,120.3154,120.8419,121.3747,121.9119
Player47OnsetTimes,85.3051,86.3665,86.8898,87.9096,88.5689,89.2986,89.6528,90.5716,91.1994,91.6142,91.9713,93.0684,93.7440,94.0730,94.5214,95.4485,95.9915,96.2837,96.8480,97.3281,97.7869,98.3196,98.9029,99.5054,100.0638,100.5647,101.0605,101.5707,102.1108,102.6682,103.2257,103.7636,104.3024,104.8389,105.9053,106.4482,106.9814,107.5395,108.0924,108.6217,109.1422,109.6546,110.1876,110.7236,111.2588,111.8105,112.3468,112.8738,113.4047,113.9387,114.4612,114.9952,115.5359,116.0623,116.5904,117.1301,117.6578,118.1814,118.7068,119.2306,119.7634,120.3004,120.8419,121.3747,121.8972
Player48OnsetTimes,83.7355,86.3665,87.3666,87.8925,88.2192,89.0109,89.6359,90.3194,90.9802,91.5991,92.1255,92.6943,93.2796,93.9010,94.4913,95.1149,95.7168,96.2837,96.7994,97.3125,97.8323,98.4139,98.9914,99.5676,100.0958,100.5950,101.0910,101.6090,102.1548,102.7142,103.2732,103.8088,104.3339,104.8539,105.9494,106.5079,107.0512,107.5871,108.1088,108.6368,109.1741,109.7158,110.2473,110.7790,111.3053,111.8429,112.3772,112.9057,113.4352,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player49OnsetTimes,83.7500,86.3813,87.3666,87.8778,88.2046,89.0109,89.6359,90.3194,90.9802,91.5991,92.1255,92.6943,93.2796,93.9010,94.4913,95.1149,95.7168,96.2837,96.7994,97.3125,97.8323,98.4139,98.9914,99.5676,100.0958,100.5950,101.0910,101.6090,102.1548,102.7142,103.2732,103.8088,104.3339,104.8539,105.9494,106.5079,107.0512,107.5871,108.1088,108.6368,109.1741,109.7158,110.2473,110.7790,111.3053,111.8429,112.3772,112.9057,113.4352,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player50OnsetTimes,84.0135,86.1041,86.8898,87.5988,88.2649,89.4775,90.0775,90.4273,90.7793,91.8485,92.5211,92.9141,93.2168,94.1189,94.7417,95.2020,95.6075,96.1025,96.6898,97.3281,97.9233,98.4742,98.9763,99.4908,100.0162,100.5500,101.0910,101.6399,102.1862,102.7142,103.2414,103.7636,104.3024,104.8539,105.9805,106.5374,107.0512,107.5551,108.0759,108.6062,109.1571,109.7004,110.2319,110.7621,111.2893,111.8273,112.3619,112.9057,113.4352,113.9543,114.4762,115.0110,115.5512,116.0927,116.6202,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9276
Player51OnsetTimes,84.0600,86.1504,86.9045,87.5833,88.2347,89.4775,90.0935,90.4437,90.7793,91.8175,92.4902,92.8986,93.2320,94.1643,94.7723,95.2020,95.5765,96.0711,96.6735,97.3281,97.9384,98.4900,98.9763,99.4739,100.0006,100.5500,101.1067,101.6554,102.1862,102.6993,103.2257,103.7636,104.3179,104.8689,105.9646,106.5079,107.0351,107.5551,108.0924,108.6368,109.1741,109.7004,110.2172,110.7389,111.2737,111.8273,112.3772,112.9206,113.4352,113.9543,114.4762,115.0110,115.5512,116.0927,116.6202,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9276
Player52OnsetTimes,84.9031,86.4878,86.6264,87.4644,88.3115,89.0109,89.5562,90.2307,90.9493,91.6296,92.1871,92.7418,93.2949,93.8855,94.4593,95.0821,95.7018,96.2985,96.8326,97.3433,97.8472,98.3984,98.9600,99.5368,100.0958,100.6101,101.1067,101.6090,102.1402,102.6993,103.2566,103.8088,104.3506,104.8842,105.9494,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4352,113.9852,114.5139,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2270,118.7555,119.2750,119.7944,120.3299,120.8733,121.4052,121.9276
Player53OnsetTimes,86.0231,86.5585,87.0734,87.4322,88.4571,89.1621,89.5903,90.6958,91.3783,91.7073,92.1401,92.6152,93.1773,93.8236,94.4593,95.1149,95.7168,96.2662,96.7523,97.2645,97.8015,98.3828,98.9600,99.5211,100.0483,100.5500,101.0605,101.5936,102.1402,102.6826,103.2257,103.7636,104.3024,104.8389,105.9347,106.4935,107.0351,107.5714,108.0924,108.6062,109.1278,109.6705,110.2172,110.7621,111.2893,111.8105,112.3322,112.8738,113.4197,113.9543,114.4762,114.9952,115.5359,116.0766,116.6052,117.1301,117.6578,118.1962,118.7236,119.2453,119.7786,120.3154,120.8578,121.3900,121.9119
Player54OnsetTimes,83.9814,86.0889,86.9045,87.6300,88.2964,89.4775,90.0453,90.3963,90.7628,91.8790,92.5679,92.9454,93.2168,94.0875,94.7105,95.1854,95.6075,96.1175,96.7043,97.3281,97.9085,98.4599,98.9763,99.5054,100.0321,100.5647,101.0910,101.6248,102.1548,102.6993,103.2414,103.7784,104.3179,104.8539,105.9494,106.5079,107.0351,107.5714,108.1088,108.6368,109.1571,109.6856,110.2172,110.7621,111.3053,111.8429,112.3772,112.9057,113.4197,113.9387,114.4762,115.0273,115.5662,116.0927,116.6052,117.1301,117.6578,118.1962,118.7395,119.2750,119.8098,120.3299,120.8578,121.3900,121.9276
Player55OnsetTimes,84.9958,86.0388,86.5742,88.0775,88.9621,89.2225,89.7301,90.2488,90.8277,91.4895,92.1255,92.7717,93.3566,93.9161,94.4269,95.0211,95.6546,96.2837,96.8326,97.3433,97.8323,98.3828,98.9600,99.5368,100.0801,100.5950,101.0910,101.6090,102.1402,102.6993,103.2566,103.7937,104.3179,104.8539,105.9494,106.5079,107.0351,107.5714,108.1088,108.6368,109.1571,109.6856,110.2172,110.7621,111.3053,111.8429,112.3772,112.9057,113.4352,113.9543,114.4762,115.0110,115.5512,116.0927,116.6202,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9276
Player56OnsetTimes,84.0448,86.1356,86.9045,87.5988,88.2497,89.4626,90.0624,90.4273,90.7793,91.8485,92.5211,92.9141,93.2168,94.1189,94.7417,95.2020,95.6075,96.1025,96.6898,97.3281,97.9233,98.4742,98.9763,99.4908,100.0162,100.5500,101.0910,101.6399,102.1862,102.7142,103.2414,103.7636,104.3024,104.8539,105.9805,106.5374,107.0512,107.5551,108.0759,108.6062,109.1571,109.7004,110.2319,110.7621,111.2893,111.8273,112.3619,112.9057,113.4352,113.9543,114.4762,115.0110,115.5512,116.0927,116.6202,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9276
Player57OnsetTimes,85.3202,86.3665,86.8898,87.9096,88.5689,89.2986,89.6528,90.5716,91.1994,91.6142,91.9713,93.0684,93.7440,94.0730,94.5214,94.9859,95.5299,96.1708,96.7994,97.3731,97.8783,98.3828,98.9029,99.4597,100.0321,100.5800,101.1067,101.6090,102.1257,102.6682,103.2257,103.7784,104.3179,104.8389,105.9053,106.4626,107.0188,107.5714,108.1088,108.6217,109.1278,109.6546,110.2023,110.7621,111.3053,111.8273,112.3468,112.8738,113.4047,113.9387,114.4762,115.0110,115.5512,116.0766,116.5904,117.1083,117.6428,118.1814,118.7236,119.2600,119.7944,120.3154,120.8419,121.3747,121.9119
Player58OnsetTimes,84.3114,86.4270,86.9977,87.4644,88.6332,89.3293,89.6528,90.5361,91.1829,91.6296,92.0014,93.0987,93.7753,94.0875,94.5067,95.4322,96.0069,96.3298,96.6107,97.5248,98.1645,98.5674,98.8736,99.3062,99.8905,100.5500,101.1699,101.7028,102.1693,102.6363,103.1505,103.7193,104.3024,104.8689,105.9646,106.4935,106.9962,107.5238,108.0759,108.6217,109.1571,109.6856,110.2023,110.7236,111.2588,111.8105,112.3619,112.9057,113.4197,113.9387,114.4612,114.9952,115.5359,116.0766,116.6052,117.1301,117.6578,118.1814,118.7068,119.2453,119.7944,120.3299,120.8578,121.3747,121.8972
Player59OnsetTimes,84.3719,86.4724,86.9977,87.4322,88.6010,89.3293,89.6677,90.5552,91.1829,91.6142,91.9858,93.0835,93.7753,94.1040,94.5214,95.4167,95.9761,96.2985,96.6107,97.5727,98.2120,98.5674,98.8419,99.2750,99.8905,100.5647,101.1857,101.7028,102.1548,102.6194,103.1505,103.7337,104.3179,104.8689,105.9347,106.4626,106.9814,107.5238,108.0759,108.6217,109.1571,109.6856,110.2023,110.7236,111.2588,111.8105,112.3619,112.9057,113.4197,113.9387,114.4612,114.9952,115.5359,116.0766,116.6052,117.1301,117.6578,118.1814,118.7068,119.2453,119.7944,120.3299,120.8578,121.3747,121.8972
Player60OnsetTimes,83.9973,86.0889,86.8898,87.6142,88.2812,89.4775,90.0624,90.4117,90.7628,91.8641,92.5516,92.9291,93.2168,94.1189,94.7417,95.2020,95.6075,96.1025,96.6898,97.3281,97.9233,98.4742,98.9763,99.4908,100.0162,100.5500,101.0910,101.6399,102.1862,102.7142,103.2414,103.7636,104.3024,104.8539,105.9805,106.5374,107.0512,107.5551,108.0759,108.6062,109.1571,109.7004,110.2319,110.7621,111.2893,111.8273,112.3619,112.9057,113.4352,113.9543,114.4762,115.0110,115.5512,116.0927,116.6202,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9276
Player61OnsetTimes,84.6795,86.2442,86.8607,87.4644,88.1436,89.5400,90.2156,90.5056,90.7438,91.6922,92.3801,92.8829,93.2796,94.2331,94.8029,95.1613,95.5141,96.5610,97.2118,97.5104,97.7106,98.5216,99.1632,99.6297,100.0006,100.4313,100.9656,101.5707,102.1862,102.7453,103.2566,103.7484,104.2649,104.8076,105.9347,106.5079,107.0351,107.5551,108.0759,108.6062,109.1422,109.6705,110.2023,110.7389,111.2737,111.8105,112.3468,112.8885,113.4197,113.9387,114.4612,114.9952,115.5359,116.0766,116.6052,117.1301,117.6578,118.1814,118.7068,119.2453,119.7944,120.3299,120.8578,121.3747,121.8972
Player62OnsetTimes,84.0448,86.1356,86.9045,87.5988,88.2497,89.4626,90.0624,90.4273,90.7793,91.8485,92.5211,92.9141,93.2168,94.1189,94.7417,95.2020,95.6075,96.1025,96.6898,97.3281,97.9233,98.4742,98.9763,99.4908,100.0162,100.5500,101.0910,101.6399,102.1862,102.7142,103.2414,103.7636,104.3024,104.8539,105.9805,106.5374,107.0512,107.5551,108.0759,108.6062,109.1571,109.7004,110.2319,110.7621,111.2893,111.8273,112.3619,112.9057,113.4352,113.9543,114.4762,115.0110,115.5512,116.0927,116.6202,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9276
Player63OnsetTimes,84.2185,86.3201,86.9670,87.5191,88.1268,89.4474,90.1386,90.5056,90.7955,91.7529,92.4121,92.8670,93.2481,94.2331,94.8336,95.2020,95.5299,96.5148,97.1520,97.4797,97.7269,98.5990,99.2411,99.6451,99.9698,100.3851,100.9488,101.6090,102.2299,102.7597,103.2414,103.7193,104.2348,104.8076,105.9952,106.5672,107.0512,107.5238,108.0280,108.5769,109.1422,109.7004,110.2319,110.7621,111.2737,111.7939,112.3322,112.8885,113.4352,113.9543,114.4612,114.9793,115.5359,116.0927,116.6202,117.1455,117.6578,118.1814,118.7068,119.2453,119.7944,120.3299,120.8578,121.3747,121.8972
Player64OnsetTimes,83.9060,86.5189,87.3989,87.8024,88.0931,89.0109,89.7142,90.3963,90.9950,91.5526,92.0609,92.6633,93.2949,93.9489,94.5214,95.1002,95.6699,96.2502,96.7994,97.3433,97.8635,98.4139,98.9763,99.5368,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8689,105.9347,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4197,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player65OnsetTimes,83.7790,86.3813,87.3518,87.8631,88.1882,89.0109,89.6528,90.3346,90.9802,91.5837,92.1089,92.6943,93.2949,93.9161,94.4913,95.1002,95.7018,96.2837,96.8172,97.3281,97.8472,98.4139,98.9914,99.5520,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8842,105.9494,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8594,112.3772,112.9057,113.4352,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player66OnsetTimes,84.3579,86.4724,87.0125,87.4482,88.5852,89.2986,89.6528,90.5874,91.2301,91.6447,91.9858,93.0528,93.7440,94.1040,94.3289,95.2325,95.9305,96.3915,96.7375,97.5727,98.1181,98.4742,98.8275,99.3222,99.9534,100.6101,101.1857,101.6710,102.1257,102.6194,103.1655,103.7484,104.3339,104.8842,105.9201,106.4482,106.9814,107.5395,108.0924,108.6368,109.1571,109.6705,110.1876,110.7236,111.2737,111.8273,112.3619,112.8885,113.4047,113.9387,114.4762,115.0110,115.5512,116.0766,116.5904,117.1083,117.6428,118.1962,118.7395,119.2600,119.7786,120.3004,120.8419,121.3900,121.9276
Player67OnsetTimes,83.8912,86.5045,87.3823,87.8024,88.1119,89.0271,89.7301,90.3963,90.9950,91.5526,92.0609,92.6633,93.2949,93.9489,94.5214,95.1002,95.6699,96.2502,96.7994,97.3433,97.8635,98.4139,98.9763,99.5368,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8689,105.9347,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4197,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player68OnsetTimes,84.0757,86.1659,86.9202,87.5833,88.2347,89.4775,90.0935,90.4437,90.7793,91.8175,92.4902,92.8986,93.2320,94.1643,94.7723,95.2020,95.5765,96.0711,96.6735,97.3281,97.9384,98.4900,98.9763,99.4739,100.0006,100.5500,101.1067,101.6554,102.1862,102.6993,103.2257,103.7636,104.3024,104.8539,105.9646,106.5227,107.0351,107.5551,108.0924,108.6368,109.1741,109.7004,110.2172,110.7389,111.2737,111.8273,112.3772,112.9206,113.4352,113.9543,114.4762,115.0110,115.5512,116.0927,116.6202,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9276
Player69OnsetTimes,83.8912,86.5045,87.3823,87.8024,88.1119,89.0271,89.7301,90.3963,90.9950,91.5526,92.0609,92.6633,93.2949,93.9489,94.5214,95.1002,95.6699,96.2502,96.7994,97.3433,97.8635,98.4139,98.9763,99.5368,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8689,105.9347,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4197,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player70OnsetTimes,84.1548,86.2442,86.9352,87.5509,88.1882,89.4775,90.1232,90.4746,90.7793,91.7844,92.4596,92.8986,93.2481,94.1866,94.7878,95.2020,95.5765,96.0711,96.6735,97.3281,97.9384,98.4900,98.9763,99.4739,100.0006,100.5500,101.1067,101.6554,102.1862,102.6993,103.2257,103.7636,104.3024,104.8539,105.9494,106.5079,107.0351,107.5551,108.0924,108.6217,109.1571,109.6856,110.2172,110.7621,111.3053,111.8429,112.3619,112.8885,113.4197,113.9543,114.4986,115.0273,115.5512,116.0766,116.6052,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9119
Player71OnsetTimes,83.7790,86.3813,87.3518,87.8631,88.1882,89.0109,89.6528,90.3346,90.9802,91.5837,92.1089,92.6943,93.2949,93.9161,94.4913,95.1002,95.7018,96.2837,96.8172,97.3281,97.8472,98.4139,98.9914,99.5520,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8842,105.9494,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8594,112.3772,112.9057,113.4352,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player72OnsetTimes,83.8314,86.4724,87.3989,87.8483,88.1436,88.9957,89.6677,90.3655,91.0109,91.5991,92.1089,92.6788,93.2796,93.9161,94.5067,95.1149,95.7018,96.2662,96.7836,97.3125,97.8472,98.4139,98.9763,99.5368,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8842,105.9494,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4352,113.9852,114.5139,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2270,118.7555,119.2750,119.7944,120.3299,120.8733,121.4052,121.9276
Player73OnsetTimes,83.8314,86.4724,87.3989,87.8483,88.1436,88.9957,89.6677,90.3655,91.0109,91.5991,92.1089,92.6788,93.2796,93.9161,94.5067,95.1149,95.7018,96.2662,96.7836,97.3125,97.8472,98.4139,98.9763,99.5368,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8842,105.9494,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4352,113.9852,114.5139,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2270,118.7555,119.2750,119.7944,120.3299,120.8733,121.4052,121.9276
Player74OnsetTimes,83.7201,86.3665,87.3823,87.9096,88.2192,88.9772,89.5903,90.2962,90.9950,91.6296,92.1563,92.7090,93.2796,93.9010,94.4913,95.1149,95.7168,96.2837,96.7994,97.3125,97.8323,98.4139,98.9914,99.5676,100.0958,100.5950,101.0910,101.6090,102.1548,102.7142,103.2732,103.8088,104.3339,104.8539,105.9494,106.5079,107.0512,107.5871,108.1088,108.6368,109.1741,109.7158,110.2473,110.7790,111.3053,111.8429,112.3772,112.9057,113.4352,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player75OnsetTimes,83.7927,86.4270,87.3823,87.8631,88.1735,88.9957,89.6528,90.3502,90.9950,91.5837,92.1089,92.6943,93.2949,93.9161,94.4913,95.1002,95.7018,96.2837,96.8172,97.3281,97.8472,98.4139,98.9914,99.5520,100.0801,100.5800,101.0910,101.6248,102.1693,102.7142,103.2566,103.7937,104.3339,104.8689,105.9646,106.5227,107.0512,107.5714,108.0924,108.6217,109.1741,109.7158,110.2473,110.7790,111.3053,111.8429,112.3772,112.9057,113.4352,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player76OnsetTimes,83.8912,86.5045,87.3823,87.8024,88.1119,89.0271,89.7301,90.3963,90.9950,91.5526,92.0609,92.6633,93.2949,93.9489,94.5214,95.1002,95.6699,96.2502,96.7994,97.3433,97.8635,98.4139,98.9763,99.5368,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8689,105.9347,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4197,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player77OnsetTimes,83.9060,86.5189,87.3989,87.8024,88.0931,89.0109,89.7142,90.3963,90.9950,91.5526,92.0609,92.6633,93.2949,93.9489,94.5214,95.1002,95.6699,96.2502,96.7994,97.3433,97.8635,98.4139,98.9763,99.5368,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8689,105.9347,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4197,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player78OnsetTimes,83.7500,86.3813,87.3666,87.8778,88.2046,89.0109,89.6359,90.3194,90.9802,91.5991,92.1255,92.6943,93.2796,93.9010,94.4913,95.1149,95.7168,96.2837,96.7994,97.3125,97.8323,98.4139,98.9914,99.5676,100.0958,100.5950,101.0910,101.6090,102.1548,102.7142,103.2732,103.8088,104.3339,104.8539,105.9494,106.5079,107.0512,107.5871,108.1088,108.6368,109.1741,109.7158,110.2473,110.7790,111.3053,111.8429,112.3772,112.9057,113.4352,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player79OnsetTimes,84.0448,86.1356,86.9045,87.5988,88.2497,89.4626,90.0624,90.4273,90.7793,91.8485,92.5211,92.9141,93.2168,94.1189,94.7417,95.2020,95.6075,96.1025,96.6898,97.3281,97.9233,98.4742,98.9763,99.4908,100.0162,100.5500,101.0910,101.6399,102.1862,102.7142,103.2414,103.7636,104.3024,104.8539,105.9805,106.5374,107.0512,107.5551,108.0759,108.6062,109.1571,109.7004,110.2319,110.7621,111.2893,111.8273,112.3619,112.9057,113.4352,113.9543,114.4762,115.0110,115.5512,116.0927,116.6202,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9276
